State,Year,Quarter,District,Transaction_count,Transaction_amount,Latitude,Longitude,Region
Haryana,2020,3,Karnal,1955755,4578348863.2612,29.6943382,77.00424800442084,Northern Region
Haryana,2020,3,Rohtak,1740356,4643691557.73987,28.8995429,76.5844714,Northern Region
Haryana,2020,4,Gurugram,28192581,35629614077.0103,28.4492944,77.03065871006021,Northern Region
Haryana,2020,4,Faridabad,12149079,19603646063.14785,28.3526818,77.2778173,Northern Region
Haryana,2020,4,Rewari,4329508,8169865745.127572,28.2169291,76.58118448832133,Northern Region
Haryana,2020,4,Sonipat,3721622,9010603701.960869,22.79314,70.88832711034716,Northern Region
Haryana,2020,4,Palwal,3692902,7333424919.06859,29.6943382,77.00424800442084,Northern Region
Haryana,2020,4,Hisar,3190398,8738948858.681065,29.1699202,75.7185553,Northern Region
Haryana,2020,4,Panipat,3059943,7874714735.936348,28.7312325,75.892349866212,Northern Region
Haryana,2020,4,Mewat,2948645,7484819524.783331,28.7312325,75.892349866212,Northern Region
Haryana,2020,4,Karnal,2527301,6152410695.701475,29.6943382,77.00424800442084,Northern Region
Haryana,2020,4,Jhajjar,2429140,5544973431.463554,30.0,76.75,Northern Region
Haryana,2021,1,Gurugram,31719830,39350276708.73313,28.4492944,77.03065871006021,Northern Region
Haryana,2021,1,Faridabad,12970900,21241648453.91784,28.3526818,77.2778173,Northern Region
Haryana,2021,1,Rewari,4385531,8303713646.79833,28.2169291,76.58118448832133,Northern Region
Haryana,2021,1,Sonipat,4353956,9992974986.499811,22.79314,70.88832711034716,Northern Region
Haryana,2021,1,Palwal,3641453,7214450169.004797,29.6943382,77.00424800442084,Northern Region
Haryana,2021,1,Hisar,3294765,8859730937.006823,29.1699202,75.7185553,Northern Region
Haryana,2021,1,Panipat,3288095,7866864997.406405,28.7312325,75.892349866212,Northern Region
Haryana,2021,1,Mewat,3236320,8671355565.335659,28.7312325,75.892349866212,Northern Region
Haryana,2021,1,Karnal,2822406,6379825746.570849,29.6943382,77.00424800442084,Northern Region
Haryana,2021,1,Rohtak,2708295,6792159646.748035,28.8995429,76.5844714,Northern Region
Haryana,2021,2,Gurugram,32311326,39938868048.39105,28.4492944,77.03065871006021,Northern Region
Haryana,2021,2,Faridabad,14467773,23831325859.81366,28.3526818,77.2778173,Northern Region
Haryana,2021,2,Sonipat,5818055,12924700817.49342,22.79314,70.88832711034716,Northern Region
Haryana,2021,2,Rewari,5377720,9762169802.614033,28.2169291,76.58118448832133,Northern Region
Haryana,2021,2,Panipat,4781725,10716524259.18295,28.7312325,75.892349866212,Northern Region
Haryana,2021,2,Palwal,4765916,9533885152.800251,29.6943382,77.00424800442084,Northern Region
Haryana,2021,2,Hisar,4588374,11866795026.6516,29.1699202,75.7185553,Northern Region
Haryana,2021,2,Mewat,4011429,9985192715.597248,28.7312325,75.892349866212,Northern Region
Haryana,2021,2,Rohtak,3586587,8769888644.596024,28.8995429,76.5844714,Northern Region
Haryana,2021,2,Karnal,3501189,7822099240.647442,29.6943382,77.00424800442084,Northern Region
Haryana,2021,3,Gurugram,47680658,55914389975.073906,28.4492944,77.03065871006021,Northern Region
Haryana,2021,3,Faridabad,19367342,30608591108.26096,28.3526818,77.2778173,Northern Region
Haryana,2021,3,Rewari,7225396,12146892237.73043,28.2169291,76.58118448832133,Northern Region
Haryana,2021,3,Sonipat,7173052,14357121849.97747,22.79314,70.88832711034716,Northern Region
Haryana,2021,3,Panipat,6120958,12577188571.75668,28.7312325,75.892349866212,Northern Region
Haryana,2021,3,Palwal,5875612,10372287086.18314,29.6943382,77.00424800442084,Northern Region
Haryana,2021,3,Hisar,5215891,12437366867.17138,29.1699202,75.7185553,Northern Region
Haryana,2021,3,Mewat,5054460,11174788500.588171,28.7312325,75.892349866212,Northern Region
Haryana,2021,3,Rohtak,4615616,10168683402.047,28.8995429,76.5844714,Northern Region
Haryana,2021,3,Karnal,4403307,8835919266.381252,29.6943382,77.00424800442084,Northern Region
Haryana,2021,4,Gurugram,56754843,69593103272.65858,28.4492944,77.03065871006021,Northern Region
Haryana,2021,4,Faridabad,23169872,38292223252.23201,28.3526818,77.2778173,Northern Region
Haryana,2021,4,Sonipat,8588386,18170993284.93904,22.79314,70.88832711034716,Northern Region
Haryana,2021,4,Rewari,8487387,15492946892.60811,28.2169291,76.58118448832133,Northern Region
Haryana,2021,4,Panipat,7419868,16276012822.87931,28.7312325,75.892349866212,Northern Region
Haryana,2021,4,Palwal,7384842,13860018394.65787,29.6943382,77.00424800442084,Northern Region
Haryana,2021,4,Mewat,6907605,14906046920.12625,28.7312325,75.892349866212,Northern Region
Haryana,2021,4,Hisar,6193863,16081687128.15365,29.1699202,75.7185553,Northern Region
Haryana,2021,4,Rohtak,5544335,13098837015.965271,28.8995429,76.5844714,Northern Region
Haryana,2021,4,Karnal,5416815,11527031601.801609,29.6943382,77.00424800442084,Northern Region
Haryana,2022,1,Gurugram,63282822,77508209556.89508,28.4492944,77.03065871006021,Northern Region
Haryana,2022,1,Faridabad,25918817,42896865210.61576,28.3526818,77.2778173,Northern Region
Haryana,2022,1,Sonipat,9614092,19484490398.321854,22.79314,70.88832711034716,Northern Region
Haryana,2022,1,Rewari,9346086,16678823765.17647,28.2169291,76.58118448832133,Northern Region
Haryana,2022,1,Panipat,9264902,19020193908.56442,28.7312325,75.892349866212,Northern Region
Haryana,2022,1,Mewat,8788025,17806136968.70603,28.7312325,75.892349866212,Northern Region
Haryana,2022,1,Palwal,8401353,15280812571.295761,29.6943382,77.00424800442084,Northern Region
Haryana,2022,1,Hisar,7216543,18068574001.48486,29.1699202,75.7185553,Northern Region
Haryana,2022,1,Rohtak,6268896,14421297234.328161,28.8995429,76.5844714,Northern Region
Haryana,2022,1,Karnal,6097787,12324299904.9071,29.6943382,77.00424800442084,Northern Region
Haryana,2022,2,Gurugram,79880852,92145454120.45724,28.4492944,77.03065871006021,Northern Region
Haryana,2022,2,Faridabad,30409719,48406473821.004944,28.3526818,77.2778173,Northern Region
Haryana,2022,2,Sonipat,11943138,22987659569.92809,22.79314,70.88832711034716,Northern Region
Haryana,2022,2,Rewari,11224593,19046645607.85733,28.2169291,76.58118448832133,Northern Region
Haryana,2022,2,Panipat,10820296,21066063900.647213,28.7312325,75.892349866212,Northern Region
Haryana,2022,2,Mewat,10609222,20575618595.50345,28.7312325,75.892349866212,Northern Region
Haryana,2022,2,Palwal,9782307,17323076797.70682,29.6943382,77.00424800442084,Northern Region
Haryana,2022,2,Hisar,8798889,20864338832.46772,29.1699202,75.7185553,Northern Region
Haryana,2022,2,Rohtak,7714114,16685032554.576132,28.8995429,76.5844714,Northern Region
Haryana,2022,2,Karnal,7462000,14355989091.566261,29.6943382,77.00424800442084,Northern Region
Haryana,2022,3,Gurugram,87103856,99360193857.46599,28.4492944,77.03065871006021,Northern Region
Haryana,2022,3,Faridabad,31002825,46163415393.39194,28.3526818,77.2778173,Northern Region
Haryana,2022,3,Sonipat,16738938,29152136081.76558,22.79314,70.88832711034716,Northern Region
Haryana,2022,3,Hisar,15314209,30005386061.11854,29.1699202,75.7185553,Northern Region
Haryana,2022,3,Panipat,13837300,24633921100.885292,28.7312325,75.892349866212,Northern Region
Haryana,2022,3,Rewari,12015067,19436985212.741524,28.2169291,76.58118448832133,Northern Region
Haryana,2022,3,Palwal,11032395,17956834811.92096,29.6943382,77.00424800442084,Northern Region
Haryana,2022,3,Mewat,10832560,19134475751.35768,28.7312325,75.892349866212,Northern Region
Haryana,2022,3,Rohtak,9939686,18965127888.07127,28.8995429,76.5844714,Northern Region
Haryana,2022,3,Karnal,9139842,16912349321.59309,29.6943382,77.00424800442084,Northern Region
Haryana,2022,4,Gurugram,92493335,107046551341.7809,28.4492944,77.03065871006021,Northern Region
Haryana,2022,4,Faridabad,33161524,49923713557.162994,28.3526818,77.2778173,Northern Region
Haryana,2022,4,Sonipat,17683407,32605509131.38688,22.79314,70.88832711034716,Northern Region
Haryana,2022,4,Hisar,16862076,34368965296.500374,29.1699202,75.7185553,Northern Region
Haryana,2022,4,Rohtak,14350357,27248544247.19378,28.8995429,76.5844714,Northern Region
Haryana,2022,4,Rewari,13324092,22585777499.591312,28.2169291,76.58118448832133,Northern Region
Haryana,2022,4,Palwal,13114018,21856737361.77354,29.6943382,77.00424800442084,Northern Region
Haryana,2022,4,Panipat,12217738,23682687583.53793,28.7312325,75.892349866212,Northern Region
Haryana,2022,4,Karnal,12214724,23383107604.30775,29.6943382,77.00424800442084,Northern Region
Haryana,2022,4,Mewat,11181774,20507941017.88488,28.7312325,75.892349866212,Northern Region
Himachal Pradesh,2018,1,Solan,118881,146873607.4169529,30.0,76.75,Northern Region
Himachal Pradesh,2018,1,Kangra,62061,83269925.3876329,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,1,Shimla,54161,84375526.97610706,30.75,77.5,Northern Region
Himachal Pradesh,2018,1,Mandi,44169,50308276.313293405,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2018,1,Chamba,41138,69091183.95337541,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2018,1,Una,39070,48375221.95801557,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2018,1,Sirmaur,37721,43579534.40144637,30.75,77.5,Northern Region
Himachal Pradesh,2018,1,Hamirpur,32709,37506250.25236499,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2018,1,Kullu,23978,36599342.90480824,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,1,Bilaspur,21880,20215586.70712164,32.0292,76.1514,Northern Region
Himachal Pradesh,2018,2,Solan,166516,254576422.91686353,30.0,76.75,Northern Region
Himachal Pradesh,2018,2,Kangra,97426,172859755.3158103,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,2,Shimla,82195,162202102.5969314,30.75,77.5,Northern Region
Himachal Pradesh,2018,2,Mandi,58415,85994890.1558109,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2018,2,Chamba,55922,125825520.9471192,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2018,2,Sirmaur,53040,77059907.62248288,30.75,77.5,Northern Region
Himachal Pradesh,2018,2,Una,51637,81025669.3259282,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2018,2,Hamirpur,41507,63207300.3000073,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2018,2,Kullu,39948,96624850.44143352,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,2,Bilaspur,30705,41392933.9580691,32.0292,76.1514,Northern Region
Himachal Pradesh,2018,3,Solan,229164,373018057.43223625,30.0,76.75,Northern Region
Himachal Pradesh,2018,3,Kangra,123560,243834956.63139293,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,3,Shimla,109765,261701779.3946317,30.75,77.5,Northern Region
Himachal Pradesh,2018,3,Sirmaur,78762,124334576.9989431,30.75,77.5,Northern Region
Himachal Pradesh,2018,3,Mandi,74604,128941896.3065133,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2018,3,Una,73766,150521417.2722559,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2018,3,Hamirpur,58022,90529572.1234664,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2018,3,Chamba,44858,190977335.4683498,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2018,3,Kullu,40813,95127772.88091436,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,3,Bilaspur,37993,56133326.96672872,32.0292,76.1514,Northern Region
Himachal Pradesh,2018,4,Solan,347191,577618789.1056865,30.0,76.75,Northern Region
Himachal Pradesh,2018,4,Kangra,187764,414603049.98790735,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,4,Shimla,156832,396860638.04644364,30.75,77.5,Northern Region
Himachal Pradesh,2018,4,Sirmaur,122707,199344353.77429,30.75,77.5,Northern Region
Himachal Pradesh,2018,4,Una,110312,222928340.6712972,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2018,4,Mandi,109661,203827486.0118657,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2018,4,Hamirpur,76300,146948802.4068125,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2018,4,Kullu,64285,157752014.91735,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,4,Chamba,63298,160650916.9830967,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2018,4,Bilaspur,51395,92955686.23996082,32.0292,76.1514,Northern Region
Himachal Pradesh,2019,1,Solan,626201,733453989.2236599,30.0,76.75,Northern Region
Himachal Pradesh,2019,1,Shimla,363648,708861957.1918447,30.75,77.5,Northern Region
Himachal Pradesh,2019,1,Kangra,266655,478900506.53311074,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,1,Sirmaur,174812,238804557.77733693,30.75,77.5,Northern Region
Himachal Pradesh,2019,1,Mandi,167637,287549707.5047521,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2019,1,Una,151550,232335414.52680328,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2019,1,Hamirpur,126323,189186708.125866,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2019,1,Chamba,104811,170503559.1379143,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2019,1,Kullu,92009,187262819.029819,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,1,Bilaspur,73141,109483745.6606721,32.0292,76.1514,Northern Region
Himachal Pradesh,2019,2,Shimla,807095,1698682743.2090461,30.75,77.5,Northern Region
Himachal Pradesh,2019,2,Solan,481957,783011937.8847647,30.0,76.75,Northern Region
Himachal Pradesh,2019,2,Kangra,295433,591536934.9504749,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,2,Mandi,245467,464902888.77251065,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2019,2,Hamirpur,150149,270178390.1615547,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2019,2,Kullu,129068,331174039.3782863,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,2,Sirmaur,127208,220885809.9785687,30.75,77.5,Northern Region
Himachal Pradesh,2019,2,Una,105685,189321647.9190805,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2019,2,Bilaspur,68748,128917341.5279548,32.0292,76.1514,Northern Region
Himachal Pradesh,2019,2,Chamba,62922,128008869.0060637,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2019,3,Shimla,695970,1981429213.7026682,30.75,77.5,Northern Region
Himachal Pradesh,2019,3,Solan,563580,919355818.0941985,30.0,76.75,Northern Region
Himachal Pradesh,2019,3,Kangra,373339,645470163.0699662,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,3,Mandi,262386,545822136.934624,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2019,3,Hamirpur,187716,301844559.3146769,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2019,3,Sirmaur,154972,258531496.72755852,30.75,77.5,Northern Region
Himachal Pradesh,2019,3,Kullu,146216,316994313.5845799,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,3,Una,134630,227364592.32322842,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2019,3,Bilaspur,88416,142694743.740106,32.0292,76.1514,Northern Region
Himachal Pradesh,2019,3,Chamba,87489,151224161.2850334,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2019,4,Shimla,900252,2553513821.214033,30.75,77.5,Northern Region
Himachal Pradesh,2019,4,Solan,693523,1168760137.463309,30.0,76.75,Northern Region
Himachal Pradesh,2019,4,Kangra,492277,877780658.252526,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,4,Mandi,332554,678830304.0119475,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2019,4,Hamirpur,258323,429776009.8441242,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2019,4,Kullu,204518,442222672.10257477,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,4,Sirmaur,190673,324766028.2612977,30.75,77.5,Northern Region
Himachal Pradesh,2019,4,Una,173510,293924768.3295568,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2019,4,Bilaspur,114888,204391757.7059823,32.0292,76.1514,Northern Region
Himachal Pradesh,2019,4,Chamba,111755,196209094.0899575,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2020,1,Shimla,1115491,2725598845.039497,30.75,77.5,Northern Region
Himachal Pradesh,2020,1,Solan,821088,1293083622.08358,30.0,76.75,Northern Region
Himachal Pradesh,2020,1,Kangra,569437,836283217.4197669,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,1,Mandi,357222,582031760.1284182,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2020,1,Hamirpur,247878,312050564.786769,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2020,1,Kullu,245803,451467537.5665263,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,1,Sirmaur,240485,386990850.0342259,30.75,77.5,Northern Region
Himachal Pradesh,2020,1,Una,208785,305641992.3840707,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2020,1,Bilaspur,144278,226926312.0178226,32.0292,76.1514,Northern Region
Himachal Pradesh,2020,1,Chamba,139862,213171894.7803222,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2020,2,Shimla,1090361,2702081598.4635773,30.75,77.5,Northern Region
Himachal Pradesh,2020,2,Solan,808170,1165900725.2493389,30.0,76.75,Northern Region
Himachal Pradesh,2020,2,Kangra,800587,1148113744.701294,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,2,Mandi,476844,764632316.5536959,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2020,2,Hamirpur,283099,412476792.8843811,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2020,2,Sirmaur,281385,405760136.7626385,30.75,77.5,Northern Region
Himachal Pradesh,2020,2,Una,271636,407244006.04930556,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2020,2,Kullu,211730,311597474.942107,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,2,Chamba,195242,282218981.7534903,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2020,2,Bilaspur,191375,284432330.0313782,32.0292,76.1514,Northern Region
Himachal Pradesh,2020,3,Shimla,1285819,3273522193.695003,30.75,77.5,Northern Region
Himachal Pradesh,2020,3,Solan,1025251,1684944862.952114,30.0,76.75,Northern Region
Himachal Pradesh,2020,3,Kangra,874419,1454881898.970782,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,3,Mandi,510105,917547335.014626,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2020,3,Una,351065,649892231.6889068,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2020,3,Hamirpur,330684,570857451.2158681,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2020,3,Sirmaur,327646,558556837.731833,30.75,77.5,Northern Region
Himachal Pradesh,2020,3,Kullu,256926,493361636.4825508,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,3,Chamba,219469,362005461.9674266,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2020,3,Bilaspur,202526,342802524.6465795,32.0292,76.1514,Northern Region
Himachal Pradesh,2020,4,Shimla,1481567,3532549313.262061,30.75,77.5,Northern Region
Himachal Pradesh,2020,4,Solan,1429031,2365446849.233446,30.0,76.75,Northern Region
Himachal Pradesh,2020,4,Kangra,1184008,2119401487.8765101,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,4,Mandi,671714,1247938155.7973921,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2020,4,Kullu,468786,964080436.8492869,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,4,Una,449443,882226488.1512836,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2020,4,Sirmaur,443100,785448896.1147676,30.75,77.5,Northern Region
Himachal Pradesh,2020,4,Hamirpur,431123,781165089.0953673,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2020,4,Chamba,304032,507880011.35891896,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2020,4,Bilaspur,275513,518335916.86632514,32.0292,76.1514,Northern Region
Himachal Pradesh,2021,1,Shimla,1871647,3621617004.9139824,30.75,77.5,Northern Region
Himachal Pradesh,2021,1,Solan,1415611,2334165842.866145,30.0,76.75,Northern Region
Himachal Pradesh,2021,1,Kangra,1122291,2006571077.113485,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,1,Mandi,659769,1258330265.840951,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2021,1,Kullu,550514,1212317567.807122,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,1,Una,490374,941158055.3202168,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2021,1,Sirmaur,451501,789668056.651283,30.75,77.5,Northern Region
Himachal Pradesh,2021,1,Hamirpur,416499,720857278.5633022,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2021,1,Chamba,273886,510880053.01537544,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2021,1,Bilaspur,256578,504967322.0491565,32.0292,76.1514,Northern Region
Himachal Pradesh,2021,2,Shimla,2474329,4402623043.9412,30.75,77.5,Northern Region
Himachal Pradesh,2021,2,Solan,1658067,2575741414.5946493,30.0,76.75,Northern Region
Himachal Pradesh,2021,2,Kangra,1399606,2443026330.298203,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,2,Mandi,832152,1488270045.9430392,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2021,2,Una,634078,1174326754.652778,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2021,2,Sirmaur,567339,922354065.2120937,30.75,77.5,Northern Region
Himachal Pradesh,2021,2,Hamirpur,551934,946105069.9392334,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2021,2,Kullu,510109,966612054.8118159,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,2,Chamba,364270,617691720.4435453,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2021,2,Bilaspur,322915,613068902.4728887,32.0292,76.1514,Northern Region
Himachal Pradesh,2021,3,Shimla,3421673,6296627879.774386,30.75,77.5,Northern Region
Himachal Pradesh,2021,3,Solan,2183306,3233240074.927152,30.0,76.75,Northern Region
Himachal Pradesh,2021,3,Kangra,1671112,2887492721.7433066,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,3,Mandi,945135,1753985903.702748,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2021,3,Una,799861,1417386870.9287388,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2021,3,Kullu,730794,1573258668.341754,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,3,Sirmaur,681413,1083275309.427523,30.75,77.5,Northern Region
Himachal Pradesh,2021,3,Hamirpur,626711,1085444382.563747,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2021,3,Chamba,426381,769418422.8733866,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2021,3,Bilaspur,364475,689922524.099928,32.0292,76.1514,Northern Region
Himachal Pradesh,2021,4,Shimla,3957985,7356261501.68967,30.75,77.5,Northern Region
Himachal Pradesh,2021,4,Solan,2640011,3757890500.1969647,30.0,76.75,Northern Region
Himachal Pradesh,2021,4,Kangra,2130139,3830143759.5993032,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,4,Mandi,1092862,2082662004.4459338,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2021,4,Kullu,1078809,2242410725.9330144,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,4,Una,1048351,1936766072.265212,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2021,4,Sirmaur,847647,1363383254.395041,30.75,77.5,Northern Region
Himachal Pradesh,2021,4,Hamirpur,717321,1262408331.577743,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2021,4,Chamba,507614,926400609.5746634,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2021,4,Bilaspur,430870,844889571.9622382,32.0292,76.1514,Northern Region
Himachal Pradesh,2022,1,Shimla,4441906,7362840550.605638,30.75,77.5,Northern Region
Himachal Pradesh,2022,1,Solan,2993489,3959375876.029763,30.0,76.75,Northern Region
Himachal Pradesh,2022,1,Kangra,2261593,3907092916.026638,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2022,1,Mandi,1201568,2151083001.502331,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2022,1,Una,1164923,2030776988.6375241,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2022,1,Kullu,1100232,2108742823.139438,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2022,1,Sirmaur,962227,1517999108.530391,30.75,77.5,Northern Region
Himachal Pradesh,2022,1,Hamirpur,751389,1264679768.734494,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2022,1,Chamba,544135,943937757.0780619,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2022,1,Bilaspur,472169,885425010.4453133,32.0292,76.1514,Northern Region
Himachal Pradesh,2022,2,Shimla,5875215,9396933042.155468,30.75,77.5,Northern Region
Himachal Pradesh,2022,2,Solan,3773789,4536385240.1547575,30.0,76.75,Northern Region
Himachal Pradesh,2022,2,Kangra,2984544,4846014285.107853,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2022,2,Kullu,1646598,3292385543.331986,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2022,2,Mandi,1587222,2699997310.1985917,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2022,2,Una,1526243,2532127305.66458,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2022,2,Sirmaur,1196118,1742899000.9373982,30.75,77.5,Northern Region
Himachal Pradesh,2022,2,Hamirpur,1002506,1538456707.4950671,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2022,2,Chamba,727701,1229468817.252565,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2022,2,Bilaspur,597379,1083546519.842294,32.0292,76.1514,Northern Region
Himachal Pradesh,2022,3,Shimla,8892834,13349267759.063,30.75,77.5,Northern Region
Himachal Pradesh,2022,3,Solan,4064523,4837968887.089856,30.0,76.75,Northern Region
Himachal Pradesh,2022,3,Kangra,3342842,5121570350.61087,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2022,3,Mandi,1666670,2648674300.781836,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2022,3,Chamba,1270412,1872267055.918766,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2022,3,Sirmaur,1266132,1769419418.441324,30.75,77.5,Northern Region
Himachal Pradesh,2022,3,Una,1233226,1928978517.800978,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2022,3,Kullu,1202861,2235782785.348035,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2022,3,Bilaspur,936750,1447420350.615079,32.0292,76.1514,Northern Region
Himachal Pradesh,2022,3,Hamirpur,934529,1398047775.16803,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2022,4,Shimla,9603309,14161042549.70881,30.75,77.5,Northern Region
Himachal Pradesh,2022,4,Kangra,4885938,7430861889.061211,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2022,4,Solan,4436709,5065290891.534374,30.0,76.75,Northern Region
Himachal Pradesh,2022,4,Kullu,2047414,3429997134.811536,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2022,4,Mandi,1994054,3034367986.16156,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2022,4,Sirmaur,1454224,1991999745.957592,30.75,77.5,Northern Region
Himachal Pradesh,2022,4,Una,1173607,1902311205.083898,31.4674349,76.2650802,Northern Region
