State,Year,Quarter,Pincode,Transaction_count,Transaction_amount,Region
Bihar,2018,2,848101,67307,106553126.63984819,Eastern Region
Bihar,2018,3,800006,665118,534610346.81066424,Eastern Region
Bihar,2018,3,800001,456327,682307785.8479953,Eastern Region
Bihar,2018,3,800020,446790,456664134.6992247,Eastern Region
Bihar,2018,3,823003,212925,150070734.3357574,Eastern Region
Bihar,2018,3,800026,206452,216392120.6555946,Eastern Region
Bihar,2018,3,823001,197591,199191313.73717743,Eastern Region
Bihar,2018,3,803216,190750,149096760.3603963,Eastern Region
Bihar,2018,3,845401,179174,236464210.7499035,Eastern Region
Bihar,2018,3,823002,175214,142041738.23689058,Eastern Region
Bihar,2018,3,821115,161490,155866915.52145472,Eastern Region
Bihar,2018,4,800006,609082,621980077.1833534,Eastern Region
Bihar,2018,4,800001,473734,895379122.1504146,Eastern Region
Bihar,2018,4,800020,374925,529771138.9134608,Eastern Region
Bihar,2018,4,845401,214245,350163438.0688036,Eastern Region
Bihar,2018,4,800026,174944,246617786.2674534,Eastern Region
Bihar,2018,4,823001,147970,238003492.19729102,Eastern Region
Bihar,2018,4,845438,141044,280612315.0962795,Eastern Region
Bihar,2018,4,823003,127993,135362803.8747929,Eastern Region
Bihar,2018,4,803216,117853,144230280.88431472,Eastern Region
Bihar,2018,4,800015,114208,204782186.6950171,Eastern Region
Bihar,2019,1,800015,3028480,5194115440.272243,Eastern Region
Bihar,2019,1,800006,1018316,796749036.1196145,Eastern Region
Bihar,2019,1,800001,722704,1136818348.201586,Eastern Region
Bihar,2019,1,800020,566441,662630946.71751,Eastern Region
Bihar,2019,1,845401,331604,459319104.649268,Eastern Region
Bihar,2019,1,800026,273238,298290515.3004964,Eastern Region
Bihar,2019,1,845438,247420,385161390.19052595,Eastern Region
Bihar,2019,1,823001,228702,336222326.3281404,Eastern Region
Bihar,2019,1,842002,184431,313071335.218854,Eastern Region
Bihar,2019,1,803101,170456,191968826.025391,Eastern Region
Bihar,2019,2,800015,9362673,19331794343.88279,Eastern Region
Bihar,2019,2,800006,752705,794003781.7386066,Eastern Region
Bihar,2019,2,800001,673777,1290892313.417395,Eastern Region
Bihar,2019,2,800020,455695,750429668.894284,Eastern Region
Bihar,2019,2,845401,259303,504134757.3381393,Eastern Region
Bihar,2019,2,842002,240597,509372474.1333645,Eastern Region
Bihar,2019,2,823001,232085,437124188.160621,Eastern Region
Bihar,2019,2,800026,215418,318823535.0014965,Eastern Region
Bihar,2019,2,845438,191190,409106444.66864777,Eastern Region
Bihar,2019,2,846004,162084,341895362.541609,Eastern Region
Bihar,2019,3,800015,8554034,21451659382.23745,Eastern Region
Bihar,2019,3,800001,867610,1505767492.000131,Eastern Region
Bihar,2019,3,800006,832126,897172231.182941,Eastern Region
Bihar,2019,3,800020,535246,836008049.7645596,Eastern Region
Bihar,2019,3,823001,300735,493995778.22179294,Eastern Region
Bihar,2019,3,842002,291466,646642390.7601976,Eastern Region
Bihar,2019,3,845401,281037,559454909.633683,Eastern Region
Bihar,2019,3,800026,254307,369617101.3467078,Eastern Region
Bihar,2019,3,823002,231101,246783685.5662012,Eastern Region
Bihar,2019,3,845438,207066,431477465.2230577,Eastern Region
Bihar,2019,4,800015,10441675,26228173437.46787,Eastern Region
Bihar,2019,4,800001,1988061,4069370988.5390186,Eastern Region
Bihar,2019,4,800006,920799,932098681.7284281,Eastern Region
Bihar,2019,4,800020,664261,958739054.2237579,Eastern Region
Bihar,2019,4,823001,389852,618027173.63859,Eastern Region
Bihar,2019,4,845401,383882,783368695.3508469,Eastern Region
Bihar,2019,4,842002,381521,862928119.1904674,Eastern Region
Bihar,2019,4,845438,306174,703799750.5654192,Eastern Region
Bihar,2019,4,800026,297467,392995532.04687065,Eastern Region
Bihar,2019,4,803101,274316,327824164.5196132,Eastern Region
Bihar,2020,1,800001,10678852,31286535937.05037,Eastern Region
Bihar,2020,1,800006,830881,1040206592.989017,Eastern Region
Bihar,2020,1,800020,619137,1093347478.933234,Eastern Region
Bihar,2020,1,845438,463471,1269348692.039453,Eastern Region
Bihar,2020,1,841226,420933,1299688427.804023,Eastern Region
Bihar,2020,1,845401,412961,896501184.1054583,Eastern Region
Bihar,2020,1,842002,360470,938996283.561741,Eastern Region
Bihar,2020,1,823001,305370,606863253.9174776,Eastern Region
Bihar,2020,1,846004,284513,684507900.0444698,Eastern Region
Bihar,2020,1,800026,272956,454569343.2638934,Eastern Region
Bihar,2020,2,800001,9603835,29875811977.924397,Eastern Region
Bihar,2020,2,800020,459638,853125712.3196998,Eastern Region
Bihar,2020,2,842002,431943,1224107781.5054579,Eastern Region
Bihar,2020,2,845438,425922,1018706621.274132,Eastern Region
Bihar,2020,2,845401,423263,933402653.3211119,Eastern Region
Bihar,2020,2,812002,407349,1486861039.379586,Eastern Region
Bihar,2020,2,800006,315041,514113793.8537504,Eastern Region
Bihar,2020,2,841226,299693,804789205.1478413,Eastern Region
Bihar,2020,2,823001,278544,609750828.9741093,Eastern Region
Bihar,2020,2,842001,252601,607297891.7871473,Eastern Region
Bihar,2020,3,800001,14656027,41210183921.21666,Eastern Region
Bihar,2020,3,800020,703982,1458184901.2728431,Eastern Region
Bihar,2020,3,812002,700852,2260908346.3530188,Eastern Region
Bihar,2020,3,845401,620915,1450876388.873662,Eastern Region
Bihar,2020,3,842002,582293,1470096059.678293,Eastern Region
Bihar,2020,3,845438,514159,1199048552.2123551,Eastern Region
Bihar,2020,3,800006,505848,885362370.3667061,Eastern Region
Bihar,2020,3,854301,487292,1268278392.133305,Eastern Region
Bihar,2020,3,846004,460846,1163052301.348774,Eastern Region
Bihar,2020,3,823001,437681,951169380.8664488,Eastern Region
Bihar,2020,4,800001,14983099,39976507362.546104,Eastern Region
Bihar,2020,4,800020,1139908,2310014021.587367,Eastern Region
Bihar,2020,4,800006,1049670,1699922493.4100251,Eastern Region
Bihar,2020,4,845401,966905,2337922941.269761,Eastern Region
Bihar,2020,4,845438,798487,1955759731.734618,Eastern Region
Bihar,2020,4,842002,792841,1898126376.5153532,Eastern Region
Bihar,2020,4,823001,720110,1504141595.118254,Eastern Region
Bihar,2020,4,812002,699980,1975708430.726657,Eastern Region
Bihar,2020,4,854301,664144,1546080046.849844,Eastern Region
Bihar,2020,4,846004,649173,1515856109.730333,Eastern Region
Bihar,2021,1,800001,30937663,68071234953.67711,Eastern Region
Bihar,2021,1,800006,1445408,2044215999.408352,Eastern Region
Bihar,2021,1,812002,1294407,2974824725.193795,Eastern Region
Bihar,2021,1,800020,1280068,2479435418.426359,Eastern Region
Bihar,2021,1,842002,1073211,2482912331.330185,Eastern Region
Bihar,2021,1,845401,1055075,2464758940.059805,Eastern Region
Bihar,2021,1,845438,880745,2088193313.8245952,Eastern Region
Bihar,2021,1,854301,875185,1958403080.7084641,Eastern Region
Bihar,2021,1,846004,807152,1824715535.3949492,Eastern Region
Bihar,2021,1,823001,796129,1672251870.9013631,Eastern Region
Bihar,2021,2,800001,42836603,91781680811.21814,Eastern Region
Bihar,2021,2,812002,1958899,4209745460.928195,Eastern Region
Bihar,2021,2,842002,1370353,3140135185.4347143,Eastern Region
Bihar,2021,2,845401,1210441,2882777813.509632,Eastern Region
Bihar,2021,2,841226,1204361,2914409125.5978723,Eastern Region
Bihar,2021,2,800020,1161642,2546006675.163774,Eastern Region
Bihar,2021,2,854301,1152369,2512968861.202764,Eastern Region
Bihar,2021,2,845438,1057650,2452007261.563976,Eastern Region
Bihar,2021,2,800006,963330,1633775908.627816,Eastern Region
Bihar,2021,2,846004,960198,2211938496.087917,Eastern Region
Bihar,2021,3,800001,49086869,90644799090.2764,Eastern Region
Bihar,2021,3,841226,3136176,6373472507.674763,Eastern Region
Bihar,2021,3,812002,2391694,4501959195.287658,Eastern Region
Bihar,2021,3,800006,2154675,2746295026.2808523,Eastern Region
Bihar,2021,3,842002,2020953,4045865094.119522,Eastern Region
Bihar,2021,3,800020,1925842,3513843210.046955,Eastern Region
Bihar,2021,3,845401,1804737,3566298125.171953,Eastern Region
Bihar,2021,3,854301,1606525,3058885710.258731,Eastern Region
Bihar,2021,3,845438,1511332,2977354343.512985,Eastern Region
Bihar,2021,3,846004,1447174,2771835531.673978,Eastern Region
Bihar,2021,4,800001,61784983,113485175570.40102,Eastern Region
Bihar,2021,4,841226,4134836,8617697171.374226,Eastern Region
Bihar,2021,4,812002,3254302,6156915115.340891,Eastern Region
Bihar,2021,4,800006,2762725,3444674915.340752,Eastern Region
Bihar,2021,4,842002,2561099,5234830929.330323,Eastern Region
Bihar,2021,4,845401,2321752,4686759487.073237,Eastern Region
Bihar,2021,4,800020,2294503,4227392430.7369847,Eastern Region
Bihar,2021,4,854301,2071847,3903483960.609567,Eastern Region
Bihar,2021,4,845438,2009563,3957453691.011683,Eastern Region
Bihar,2021,4,846004,1833248,3523049809.473898,Eastern Region
Bihar,2022,1,800001,68427326,126972470461.1495,Eastern Region
Bihar,2022,1,841226,4833682,10008000756.06305,Eastern Region
Bihar,2022,1,812002,3889495,7351116893.808239,Eastern Region
Bihar,2022,1,800006,3151661,3792265128.8394623,Eastern Region
Bihar,2022,1,842002,2842139,5813695283.493809,Eastern Region
Bihar,2022,1,845401,2767467,5538218411.768909,Eastern Region
Bihar,2022,1,800020,2583780,4732030287.485733,Eastern Region
Bihar,2022,1,845438,2420905,4721948430.44448,Eastern Region
Bihar,2022,1,854301,2370632,4459424719.5250845,Eastern Region
Bihar,2022,1,846004,2041031,3963164395.204203,Eastern Region
Bihar,2022,2,800001,90260337,162195041186.3607,Eastern Region
Bihar,2022,2,841226,6002826,12042225104.468521,Eastern Region
Bihar,2022,2,812002,5661855,10204096684.19675,Eastern Region
Bihar,2022,2,800006,4555200,4819612056.01122,Eastern Region
Bihar,2022,2,842002,3577125,7087839557.170109,Eastern Region
Bihar,2022,2,845401,3415935,6530583694.275953,Eastern Region
Bihar,2022,2,800020,3287150,5727543832.128674,Eastern Region
Bihar,2022,2,854301,3017014,5476021343.766986,Eastern Region
Bihar,2022,2,845438,2847567,5431983554.738285,Eastern Region
Bihar,2022,2,846004,2555939,4902490990.381884,Eastern Region
Bihar,2022,3,800001,143978604,226644911906.2228,Eastern Region
Bihar,2022,3,800015,14642589,22275896214.34323,Eastern Region
Bihar,2022,3,843322,6216302,10002272062.000238,Eastern Region
Bihar,2022,3,800006,4989994,4765165736.824183,Eastern Region
Bihar,2022,3,848101,4686576,7739632711.689734,Eastern Region
Bihar,2022,3,842002,4602821,8050870275.187766,Eastern Region
Bihar,2022,3,845401,3626302,6160905019.000635,Eastern Region
Bihar,2022,3,800020,3427686,5587486835.51466,Eastern Region
Bihar,2022,3,845438,3049811,5227197307.074066,Eastern Region
Bihar,2022,3,841226,2723175,5312121784.9558325,Eastern Region
Bihar,2022,4,800001,167166031,269652534972.6012,Eastern Region
Bihar,2022,4,800015,17566147,27714143854.977493,Eastern Region
Bihar,2022,4,844101,4894839,8987133396.587275,Eastern Region
Bihar,2022,4,800006,4869130,4892331289.159678,Eastern Region
Bihar,2022,4,843322,4746967,7849350021.641497,Eastern Region
Bihar,2022,4,842002,4374147,7621459037.438929,Eastern Region
Bihar,2022,4,845401,4219087,7363056994.768413,Eastern Region
Bihar,2022,4,841226,3978487,7587321140.147545,Eastern Region
Bihar,2022,4,845438,3713414,6425533380.435417,Eastern Region
Bihar,2022,4,800020,3626280,5863096028.653491,Eastern Region
Chandigarh,2018,1,160008,204745,303482049.9617378,Northern Region
Chandigarh,2018,1,160101,26317,45629483.25738168,Northern Region
Chandigarh,2018,1,160002,23236,34003082.95867696,Northern Region
Chandigarh,2018,1,160036,18446,30891354.28206979,Northern Region
Chandigarh,2018,1,160022,16228,34028151.80926543,Northern Region
Chandigarh,2018,1,160047,15552,28142251.965099324,Northern Region
Chandigarh,2018,1,160014,9358,14326394.80234227,Northern Region
Chandigarh,2018,1,160015,9023,13830194.973553631,Northern Region
Chandigarh,2018,1,160019,8102,14609531.11667467,Northern Region
Chandigarh,2018,1,160030,7330,14108196.59861918,Northern Region
Chandigarh,2018,2,160008,219223,426354525.80047756,Northern Region
Chandigarh,2018,2,160101,38949,81225814.38714589,Northern Region
Chandigarh,2018,2,160002,31907,63185486.635343544,Northern Region
Chandigarh,2018,2,160036,26201,47887567.92420156,Northern Region
Chandigarh,2018,2,160047,24585,46077281.394195825,Northern Region
Chandigarh,2018,2,160022,24378,54816690.07463748,Northern Region
Chandigarh,2018,2,160014,14441,24125872.26551467,Northern Region
Chandigarh,2018,2,160015,12986,25510014.88247114,Northern Region
Chandigarh,2018,2,160019,12083,28119972.418328222,Northern Region
Chandigarh,2018,2,160030,11243,24007390.16346115,Northern Region
Chandigarh,2018,3,160008,266799,565737482.4916999,Northern Region
Chandigarh,2018,3,160101,53316,111246556.54514842,Northern Region
Chandigarh,2018,3,160002,44225,90245086.61515313,Northern Region
Chandigarh,2018,3,160022,34777,78699635.29348363,Northern Region
Chandigarh,2018,3,160036,33483,76978447.3422182,Northern Region
Chandigarh,2018,3,160047,30570,74732534.32963501,Northern Region
Chandigarh,2018,3,160014,19926,42831365.46897475,Northern Region
Chandigarh,2018,3,160015,18027,44863641.919448905,Northern Region
Chandigarh,2018,3,160019,16836,41569409.38325335,Northern Region
Chandigarh,2018,3,160030,14940,36478520.547856964,Northern Region
Chandigarh,2018,4,160008,396339,895353190.2196677,Northern Region
Chandigarh,2018,4,160101,85138,159555894.3719145,Northern Region
Chandigarh,2018,4,160002,61325,132815194.36630252,Northern Region
Chandigarh,2018,4,160036,50267,116785589.5034124,Northern Region
Chandigarh,2018,4,160022,45905,106072949.4569685,Northern Region
Chandigarh,2018,4,160047,44348,110163686.02722779,Northern Region
Chandigarh,2018,4,160014,29308,51286581.16888241,Northern Region
Chandigarh,2018,4,160015,27323,61334725.92984481,Northern Region
Chandigarh,2018,4,160019,22314,56223818.72098614,Northern Region
Chandigarh,2018,4,160030,20591,49995727.51926135,Northern Region
Chandigarh,2019,1,160008,574769,1069931934.1313269,Northern Region
Chandigarh,2019,1,160101,145641,195216162.1486819,Northern Region
Chandigarh,2019,1,160002,88708,159879389.9458932,Northern Region
Chandigarh,2019,1,160036,64777,131055127.13712461,Northern Region
Chandigarh,2019,1,160022,60415,123937719.9858828,Northern Region
Chandigarh,2019,1,160047,54281,122276420.81631081,Northern Region
Chandigarh,2019,1,160014,35848,64999227.39293852,Northern Region
Chandigarh,2019,1,160015,33699,70740802.7655864,Northern Region
Chandigarh,2019,1,160019,31111,62794996.096918866,Northern Region
Chandigarh,2019,1,160030,25421,54605920.69093012,Northern Region
Chandigarh,2019,2,160008,515736,1195330472.0624309,Northern Region
Chandigarh,2019,2,160101,122225,213026619.1436175,Northern Region
Chandigarh,2019,2,160002,85284,178483766.34705293,Northern Region
Chandigarh,2019,2,160036,76218,147024084.6583702,Northern Region
Chandigarh,2019,2,160022,68095,145253626.0275789,Northern Region
Chandigarh,2019,2,160047,65539,146481996.8849974,Northern Region
Chandigarh,2019,2,160014,40627,73519583.64285952,Northern Region
Chandigarh,2019,2,160015,36891,72651519.24702394,Northern Region
Chandigarh,2019,2,160019,34162,71927514.28688887,Northern Region
Chandigarh,2019,2,160030,27361,61132946.53807577,Northern Region
Chandigarh,2019,3,160008,463581,1411083644.782261,Northern Region
Chandigarh,2019,3,160101,165578,261798279.02284098,Northern Region
Chandigarh,2019,3,160036,118544,195039837.15322012,Northern Region
Chandigarh,2019,3,160002,113594,205359149.60862032,Northern Region
Chandigarh,2019,3,160022,101533,178054300.4030892,Northern Region
Chandigarh,2019,3,160047,91171,174462847.75334302,Northern Region
Chandigarh,2019,3,160014,57265,91913452.87685245,Northern Region
Chandigarh,2019,3,160015,54871,90370556.49951594,Northern Region
Chandigarh,2019,3,160019,46142,88183679.19737558,Northern Region
Chandigarh,2019,3,160030,37989,80985473.39747421,Northern Region
Chandigarh,2019,4,160008,635340,1899718879.754595,Northern Region
Chandigarh,2019,4,160101,189767,317466538.9132905,Northern Region
Chandigarh,2019,4,160036,137208,241851459.1636474,Northern Region
Chandigarh,2019,4,160002,130221,257685239.18252608,Northern Region
Chandigarh,2019,4,160022,120266,224162725.85238382,Northern Region
Chandigarh,2019,4,160047,103726,206356650.91119847,Northern Region
Chandigarh,2019,4,160015,70113,106726744.1653098,Northern Region
Chandigarh,2019,4,160014,69754,111407405.3509579,Northern Region
Chandigarh,2019,4,160019,52557,101923959.9780815,Northern Region
Chandigarh,2019,4,160030,44445,94684047.25003594,Northern Region
Chandigarh,2020,1,160008,925287,2724066380.956586,Northern Region
Chandigarh,2020,1,160101,204633,322482913.9047445,Northern Region
Chandigarh,2020,1,160036,179376,333775590.95677876,Northern Region
Chandigarh,2020,1,160002,141763,271208737.4444152,Northern Region
Chandigarh,2020,1,160022,117571,209076837.2403025,Northern Region
Chandigarh,2020,1,160047,112942,213767800.5983119,Northern Region
Chandigarh,2020,1,160014,79062,120442279.1806329,Northern Region
Chandigarh,2020,1,160015,74935,106414207.6626434,Northern Region
Chandigarh,2020,1,160019,57212,116999133.7429345,Northern Region
Chandigarh,2020,1,160030,47014,93963616.77104023,Northern Region
Chandigarh,2020,2,160008,672280,2213962955.141224,Northern Region
Chandigarh,2020,2,160101,135435,225489767.8332894,Northern Region
Chandigarh,2020,2,160002,105477,180482232.08266822,Northern Region
Chandigarh,2020,2,160036,100013,204461493.3446273,Northern Region
Chandigarh,2020,2,160047,84082,170732223.7876568,Northern Region
Chandigarh,2020,2,160014,71847,110213995.62325089,Northern Region
Chandigarh,2020,2,160022,42822,102345153.00086,Northern Region
Chandigarh,2020,2,160003,38058,89405961.01537812,Northern Region
Chandigarh,2020,2,160025,33746,44152295.98804846,Northern Region
Chandigarh,2020,2,160019,32848,76644635.32769592,Northern Region
Chandigarh,2020,3,160008,813514,2456075017.244974,Northern Region
Chandigarh,2020,3,160101,187085,347310967.735443,Northern Region
Chandigarh,2020,3,160036,164223,321961021.0310574,Northern Region
Chandigarh,2020,3,160002,164083,323859188.6029299,Northern Region
Chandigarh,2020,3,160047,126033,262891218.26635933,Northern Region
Chandigarh,2020,3,160022,100215,212473917.8690069,Northern Region
Chandigarh,2020,3,160014,89228,144237780.9553475,Northern Region
Chandigarh,2020,3,160015,57169,88615108.82699049,Northern Region
Chandigarh,2020,3,160030,52790,112925290.67615479,Northern Region
Chandigarh,2020,3,160019,52423,114487576.78222741,Northern Region
Chandigarh,2020,4,160008,781840,2246493451.2564173,Northern Region
Chandigarh,2020,4,160101,282765,500720689.4254093,Northern Region
Chandigarh,2020,4,160002,254446,483467287.36163145,Northern Region
Chandigarh,2020,4,160036,252319,442552908.67495483,Northern Region
Chandigarh,2020,4,160022,198033,365839526.89304,Northern Region
Chandigarh,2020,4,160047,193768,377315952.1174069,Northern Region
Chandigarh,2020,4,160014,125659,208936593.0254081,Northern Region
Chandigarh,2020,4,160015,104048,146838545.9712662,Northern Region
Chandigarh,2020,4,160019,94792,184389973.18087602,Northern Region
Chandigarh,2020,4,160030,82180,166443560.0366964,Northern Region
Chandigarh,2021,1,160008,1566609,3447517923.578706,Northern Region
Chandigarh,2021,1,160101,306785,521032468.2120462,Northern Region
Chandigarh,2021,1,160036,304235,502095617.0588888,Northern Region
Chandigarh,2021,1,160002,264846,495327526.29472417,Northern Region
Chandigarh,2021,1,160022,242366,395256706.047722,Northern Region
Chandigarh,2021,1,160047,206193,372616088.3789878,Northern Region
Chandigarh,2021,1,160015,150002,186093236.773106,Northern Region
Chandigarh,2021,1,160014,130369,210680354.66795418,Northern Region
Chandigarh,2021,1,160019,105609,200030209.73112407,Northern Region
Chandigarh,2021,1,160030,87034,171852725.69681272,Northern Region
Chandigarh,2021,2,160008,2071075,4384400680.30583,Northern Region
Chandigarh,2021,2,160101,304282,515288666.4421857,Northern Region
Chandigarh,2021,2,160036,293961,485381992.9604419,Northern Region
Chandigarh,2021,2,160002,255931,469331050.87533224,Northern Region
Chandigarh,2021,2,160047,210130,392704565.48509884,Northern Region
Chandigarh,2021,2,160022,202917,335716393.4241364,Northern Region
Chandigarh,2021,2,160014,147887,229078754.23869058,Northern Region
Chandigarh,2021,2,160015,140297,174526441.1901785,Northern Region
Chandigarh,2021,2,160019,89814,170321370.56571722,Northern Region
Chandigarh,2021,2,160030,87476,174012022.9521965,Northern Region
Chandigarh,2021,3,160008,3188488,6339628467.33528,Northern Region
Chandigarh,2021,3,160036,462106,701648130.2500606,Northern Region
Chandigarh,2021,3,160101,438375,679000947.8644495,Northern Region
Chandigarh,2021,3,160002,379894,643367943.16758,Northern Region
Chandigarh,2021,3,160022,351526,531853547.8142696,Northern Region
Chandigarh,2021,3,160047,295135,500223340.5530771,Northern Region
Chandigarh,2021,3,160015,201833,238847341.9827784,Northern Region
Chandigarh,2021,3,160014,186675,277899648.9641395,Northern Region
Chandigarh,2021,3,160019,148872,244508188.3937479,Northern Region
Chandigarh,2021,3,160030,128550,240373769.0571755,Northern Region
Chandigarh,2021,4,160008,3712842,7784850283.688998,Northern Region
Chandigarh,2021,4,160101,538507,852544970.9676753,Northern Region
Chandigarh,2021,4,160036,523279,779918799.3369814,Northern Region
Chandigarh,2021,4,160022,451911,665992135.1956601,Northern Region
Chandigarh,2021,4,160002,444435,762476926.847439,Northern Region
Chandigarh,2021,4,160047,346951,604267859.7276577,Northern Region
Chandigarh,2021,4,160015,263413,294935485.409002,Northern Region
Chandigarh,2021,4,160014,213596,314616641.8579129,Northern Region
Chandigarh,2021,4,160019,200453,321425518.80463934,Northern Region
Chandigarh,2021,4,160030,154229,287985670.1805715,Northern Region
Chandigarh,2022,1,160008,4148686,8330831723.251343,Northern Region
Chandigarh,2022,1,160101,582638,900157036.9754957,Northern Region
Chandigarh,2022,1,160036,565957,818648616.7393745,Northern Region
Chandigarh,2022,1,160002,477307,795306688.9260788,Northern Region
Chandigarh,2022,1,160022,463274,670615566.0713229,Northern Region
Chandigarh,2022,1,160047,373759,648826857.6349708,Northern Region
Chandigarh,2022,1,160015,286014,300333250.3127076,Northern Region
Chandigarh,2022,1,160014,233804,337767391.0937454,Northern Region
Chandigarh,2022,1,160019,201367,317971370.5975119,Northern Region
Chandigarh,2022,1,160030,161551,293087907.7468222,Northern Region
Chandigarh,2022,2,160008,5059490,9258542053.288263,Northern Region
Chandigarh,2022,2,160036,732432,984361022.9122138,Northern Region
Chandigarh,2022,2,160101,728216,1035383005.7324361,Northern Region
Chandigarh,2022,2,160022,595057,791965258.766219,Northern Region
Chandigarh,2022,2,160002,592250,934051903.7782842,Northern Region
Chandigarh,2022,2,160047,477286,749262583.811003,Northern Region
Chandigarh,2022,2,160015,390889,354221791.7085448,Northern Region
Chandigarh,2022,2,160014,300892,397487428.8048619,Northern Region
Chandigarh,2022,2,160019,275597,399400599.7452951,Northern Region
Chandigarh,2022,2,160030,205334,352064114.5163448,Northern Region
Chandigarh,2022,3,160017,7220428,11604475020.32253,Northern Region
Chandigarh,2022,3,160101,761809,1037031826.0963061,Northern Region
Chandigarh,2022,3,160008,693932,1288932571.562667,Northern Region
Chandigarh,2022,3,160036,635601,826669211.558216,Northern Region
Chandigarh,2022,3,160022,633386,850977147.2882488,Northern Region
Chandigarh,2022,3,160002,622789,945416289.7631533,Northern Region
Chandigarh,2022,3,160047,493183,727112803.9481075,Northern Region
Chandigarh,2022,3,160015,355036,344038099.04167664,Northern Region
Chandigarh,2022,3,160014,297078,391653807.8190769,Northern Region
Chandigarh,2022,3,160019,259522,369679070.93060195,Northern Region
Chandigarh,2022,4,160017,11852317,19715037296.28897,Northern Region
Chandigarh,2022,4,160101,849441,1120061675.689907,Northern Region
Chandigarh,2022,4,160022,723413,939741331.2085838,Northern Region
Chandigarh,2022,4,160036,658156,838758052.8433906,Northern Region
Chandigarh,2022,4,160002,651078,991496336.1709905,Northern Region
Chandigarh,2022,4,160047,510930,755279072.6519243,Northern Region
Chandigarh,2022,4,160015,388983,364733884.5473629,Northern Region
Chandigarh,2022,4,160014,311834,407770670.0210635,Northern Region
Chandigarh,2022,4,160019,290223,391262191.8409227,Northern Region
Chandigarh,2022,4,160030,224733,354874011.17069536,Northern Region
Chhattisgarh,2018,1,495660,109908,139116923.3692972,Central Region
Chhattisgarh,2018,1,492001,68302,114014371.9722261,Central Region
Chhattisgarh,2018,1,495001,64018,82965730.16418397,Central Region
Chhattisgarh,2018,1,497001,48388,57165354.74195957,Central Region
Chhattisgarh,2018,1,491001,34699,43141115.62567887,Central Region
Chhattisgarh,2018,1,491441,34452,41948409.69968458,Central Region
Chhattisgarh,2018,1,490025,34332,39719148.73491961,Central Region
Chhattisgarh,2018,1,496005,31183,41371368.79811902,Central Region
Chhattisgarh,2018,1,492009,30672,54679337.057152905,Central Region
Chhattisgarh,2018,1,490023,30657,40316811.61197114,Central Region
Chhattisgarh,2018,2,495660,248699,378210292.7923543,Central Region
Chhattisgarh,2018,2,492001,100557,207806677.1040105,Central Region
Chhattisgarh,2018,2,495001,89605,150857602.979454,Central Region
Chhattisgarh,2018,2,497001,66965,108836822.8925451,Central Region
Chhattisgarh,2018,2,491441,51352,71741116.4329647,Central Region
Chhattisgarh,2018,2,491001,47971,73318224.86447714,Central Region
Chhattisgarh,2018,2,496005,46220,82946372.88123429,Central Region
Chhattisgarh,2018,2,492009,43988,90024556.20981838,Central Region
Chhattisgarh,2018,2,490023,42796,74865240.21000648,Central Region
Chhattisgarh,2018,2,490025,38299,57256970.99786788,Central Region
Chhattisgarh,2018,3,495660,353580,492966965.6574571,Central Region
Chhattisgarh,2018,3,492001,147421,303135684.835045,Central Region
Chhattisgarh,2018,3,495001,129305,226102761.8224257,Central Region
Chhattisgarh,2018,3,497001,86331,158185135.16949272,Central Region
Chhattisgarh,2018,3,491441,66608,107751148.39909641,Central Region
Chhattisgarh,2018,3,496005,65581,128673618.18841751,Central Region
Chhattisgarh,2018,3,491001,63444,110949360.4004177,Central Region
Chhattisgarh,2018,3,492009,57647,124007927.3059514,Central Region
Chhattisgarh,2018,3,490023,56907,100967038.3148509,Central Region
Chhattisgarh,2018,3,494001,52582,103588457.37966919,Central Region
Chhattisgarh,2018,4,495660,377913,599714593.9068495,Central Region
Chhattisgarh,2018,4,492001,202492,428292536.06353414,Central Region
Chhattisgarh,2018,4,495001,192638,319083911.8335273,Central Region
Chhattisgarh,2018,4,497001,124807,248100976.6912604,Central Region
Chhattisgarh,2018,4,496005,94669,189165646.1220723,Central Region
Chhattisgarh,2018,4,491001,89066,160237762.3815957,Central Region
Chhattisgarh,2018,4,491441,86263,152324017.6163909,Central Region
Chhattisgarh,2018,4,492009,80685,185214612.9086393,Central Region
Chhattisgarh,2018,4,490023,72016,137114490.76733312,Central Region
Chhattisgarh,2018,4,494001,69454,149679120.3484697,Central Region
Chhattisgarh,2019,1,492009,593305,948729929.1277255,Central Region
Chhattisgarh,2019,1,495001,365476,515190518.8237721,Central Region
Chhattisgarh,2019,1,495660,353962,459656921.0462153,Central Region
Chhattisgarh,2019,1,492001,334090,549948646.4137828,Central Region
Chhattisgarh,2019,1,490025,235910,346520977.1406994,Central Region
Chhattisgarh,2019,1,497001,159422,296908563.6735934,Central Region
Chhattisgarh,2019,1,491001,138517,209804611.7560889,Central Region
Chhattisgarh,2019,1,496005,133169,254307861.3048603,Central Region
Chhattisgarh,2019,1,490023,126654,182216344.05512872,Central Region
Chhattisgarh,2019,1,490006,114945,153267056.6594982,Central Region
Chhattisgarh,2019,2,492009,1670111,2947453940.138348,Central Region
Chhattisgarh,2019,2,490025,612041,1045938048.3511341,Central Region
Chhattisgarh,2019,2,495001,499757,855635645.660009,Central Region
Chhattisgarh,2019,2,492001,404088,643667595.5719692,Central Region
Chhattisgarh,2019,2,495660,212777,342215249.0466473,Central Region
Chhattisgarh,2019,2,490023,175241,234313994.5774496,Central Region
