State,Year,Quarter,District,Transaction_count,Transaction_amount,Latitude,Longitude,Region
Assam,2019,2,Nagaon,231423,422774561.36001366,27.4881672,95.3623358,North-Eastern Region
Assam,2019,2,Dhubri,101070,201203482.80786562,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2019,2,Golaghat,89403,157511569.7769561,26.5305611,93.9603353,North-Eastern Region
Assam,2019,2,Udalguri,51326,108912182.94177541,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,2,Majuli,13800,17825869.54791316,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,2,Sonitpur,192707,444337498.7727274,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,2,Hojai,63598,125015617.43164451,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,2,Marigaon,130459,235342996.5897565,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,2,Chirang,31621,65747046.11911234,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,2,Cachar,177976,335126276.2091832,25.083333,92.916667,North-Eastern Region
Assam,2019,2,Nalbari,64729,108268162.2007928,25.083333,92.916667,North-Eastern Region
Assam,2019,2,West Karbi Anglong,10260,15373392.65586704,25.083333,92.916667,North-Eastern Region
Assam,2019,2,Dhemaji,66560,150306788.8140132,27.5945155,94.71920979201424,North-Eastern Region
Assam,2019,2,Karimganj,70635,144404980.6071752,24.86648155,92.35121508187882,North-Eastern Region
Assam,2019,2,Bongaigaon,80689,155642822.4410791,24.86648155,92.35121508187882,North-Eastern Region
Assam,2019,2,Dima Hasao,28118,57300032.732904054,25.40036255,93.07522922678903,North-Eastern Region
Assam,2019,2,Baksa,70162,150019543.7853717,25.40036255,93.07522922678903,North-Eastern Region
Assam,2019,2,Charaideo,45010,85061629.87310517,25.40036255,93.07522922678903,North-Eastern Region
Assam,2019,2,Darrang,70387,140869866.57193542,26.75,92.5,North-Eastern Region
Assam,2019,2,Kamrup Metropolitan,2488968,5089657876.792284,26.75,92.5,North-Eastern Region
Assam,2019,2,Hailakandi,47321,79845847.4735592,24.6827307,92.5622753,North-Eastern Region
Assam,2019,2,Barpeta,228864,466786096.3962827,24.6827307,92.5622753,North-Eastern Region
Assam,2019,2,Goalpara,97473,201643499.00419933,24.6827307,92.5622753,North-Eastern Region
Assam,2019,2,Biswanath,61472,103930302.3744572,24.6827307,92.5622753,North-Eastern Region
Assam,2019,2,Jorhat,129744,231878110.7193352,26.7586112,94.20640848109768,North-Eastern Region
Assam,2019,3,Tinsukia,196245,357008533.5524102,27.5971709,95.566852920138,North-Eastern Region
Assam,2019,3,Lakhimpur,115808,182745177.3023558,27.2382645,94.1053145,North-Eastern Region
Assam,2019,3,Kamrup,222439,383883901.2477784,26.2074223,91.6771799,North-Eastern Region
Assam,2019,3,Kokrajhar,77004,153786698.2212786,26.2074223,91.6771799,North-Eastern Region
Assam,2019,3,Karbi Anglong,83280,173411321.7054668,26.0,93.5,North-Eastern Region
Assam,2019,3,Sivasagar,101503,160505383.6038673,26.0,93.5,North-Eastern Region
Assam,2019,3,Dibrugarh,230118,425077484.1305032,27.4881672,95.3623358,North-Eastern Region
Assam,2019,3,South Salmara Mancachar,32727,72591552.54102534,27.4881672,95.3623358,North-Eastern Region
Assam,2019,3,Nagaon,258566,491551326.2153321,27.4881672,95.3623358,North-Eastern Region
Assam,2019,3,Dhubri,115968,235503727.27269608,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2019,3,Golaghat,121795,194779142.64060062,26.5305611,93.9603353,North-Eastern Region
Assam,2019,3,Udalguri,69169,133441413.3303756,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,3,Majuli,19170,22241164.40641063,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,3,Sonitpur,257623,533288953.03489536,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,3,Hojai,84120,154505233.5410053,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,3,Marigaon,116364,242626706.43637037,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,3,Chirang,45161,87808950.14199197,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,3,Cachar,242781,426502976.77314717,25.083333,92.916667,North-Eastern Region
Assam,2019,3,Nalbari,82814,133051985.1905057,25.083333,92.916667,North-Eastern Region
Assam,2019,3,West Karbi Anglong,14546,17754122.57514513,25.083333,92.916667,North-Eastern Region
Assam,2019,3,Dhemaji,90986,171587706.61930132,27.5945155,94.71920979201424,North-Eastern Region
Assam,2019,3,Karimganj,96450,167756855.4172643,24.86648155,92.35121508187882,North-Eastern Region
Assam,2019,3,Bongaigaon,104703,184020775.95802072,24.86648155,92.35121508187882,North-Eastern Region
Assam,2019,3,Dima Hasao,41878,80649915.50275357,25.40036255,93.07522922678903,North-Eastern Region
Assam,2019,3,Baksa,92868,175122110.8488526,25.40036255,93.07522922678903,North-Eastern Region
Assam,2019,3,Charaideo,59490,103441007.0856929,25.40036255,93.07522922678903,North-Eastern Region
Assam,2019,3,Darrang,90156,171891466.6790295,26.75,92.5,North-Eastern Region
Assam,2019,3,Kamrup Metropolitan,2188998,6080999088.2029915,26.75,92.5,North-Eastern Region
Assam,2019,3,Hailakandi,62134,95753332.8367396,24.6827307,92.5622753,North-Eastern Region
Assam,2019,3,Barpeta,262253,505242250.25981045,24.6827307,92.5622753,North-Eastern Region
Assam,2019,3,Goalpara,119928,234306376.693941,24.6827307,92.5622753,North-Eastern Region
Assam,2019,3,Biswanath,78058,123277846.066462,24.6827307,92.5622753,North-Eastern Region
Assam,2019,3,Jorhat,167468,274329134.39248854,26.7586112,94.20640848109768,North-Eastern Region
Assam,2019,4,Tinsukia,224113,423685126.94560075,27.5971709,95.566852920138,North-Eastern Region
Assam,2019,4,Lakhimpur,129734,211979144.7023744,27.2382645,94.1053145,North-Eastern Region
Assam,2019,4,Kamrup,249708,461559258.766533,26.2074223,91.6771799,North-Eastern Region
Assam,2019,4,Kokrajhar,90371,198548447.25328583,26.2074223,91.6771799,North-Eastern Region
Assam,2019,4,Karbi Anglong,95122,214907046.1108188,26.0,93.5,North-Eastern Region
Assam,2019,4,Sivasagar,112099,192010348.163933,26.0,93.5,North-Eastern Region
Assam,2019,4,Dibrugarh,255885,470389915.7975105,27.4881672,95.3623358,North-Eastern Region
Assam,2019,4,South Salmara Mancachar,39935,91996007.23237559,27.4881672,95.3623358,North-Eastern Region
Assam,2019,4,Nagaon,287586,546184547.4478518,27.4881672,95.3623358,North-Eastern Region
Assam,2019,4,Dhubri,134357,284612415.4826451,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2019,4,Golaghat,138710,238009780.1818983,26.5305611,93.9603353,North-Eastern Region
Assam,2019,4,Udalguri,77332,154704605.5649502,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,4,Majuli,20488,26928995.95330454,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,4,Sonitpur,298139,613461613.2726698,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,4,Hojai,95246,175607661.95152912,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,4,Marigaon,132919,263927905.91411427,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,4,Chirang,51791,101022374.81498419,26.70472375,92.04215071409465,North-Eastern Region
Assam,2019,4,Cachar,273506,482197783.1553297,25.083333,92.916667,North-Eastern Region
Assam,2019,4,Nalbari,95723,156653435.63897613,25.083333,92.916667,North-Eastern Region
Assam,2019,4,West Karbi Anglong,17914,25460539.282486644,25.083333,92.916667,North-Eastern Region
Assam,2019,4,Dhemaji,103033,197496702.4434895,27.5945155,94.71920979201424,North-Eastern Region
Assam,2019,4,Karimganj,108697,194919405.2269945,24.86648155,92.35121508187882,North-Eastern Region
Assam,2019,4,Bongaigaon,119397,235963764.7179902,24.86648155,92.35121508187882,North-Eastern Region
Assam,2019,4,Dima Hasao,45414,93463244.8365884,25.40036255,93.07522922678903,North-Eastern Region
Assam,2019,4,Baksa,106632,221221950.6578872,25.40036255,93.07522922678903,North-Eastern Region
Assam,2019,4,Charaideo,70323,125582119.32897241,25.40036255,93.07522922678903,North-Eastern Region
Assam,2019,4,Darrang,98623,201143725.75237712,26.75,92.5,North-Eastern Region
Assam,2019,4,Kamrup Metropolitan,2510384,7206165641.817837,26.75,92.5,North-Eastern Region
Assam,2019,4,Hailakandi,67877,117286060.91560161,24.6827307,92.5622753,North-Eastern Region
Assam,2019,4,Barpeta,295624,613479659.5323288,24.6827307,92.5622753,North-Eastern Region
Assam,2019,4,Goalpara,139662,282003507.8056698,24.6827307,92.5622753,North-Eastern Region
Assam,2019,4,Biswanath,88764,151710760.82103232,24.6827307,92.5622753,North-Eastern Region
Assam,2019,4,Jorhat,185402,307700398.0221567,26.7586112,94.20640848109768,North-Eastern Region
Assam,2020,1,Tinsukia,286640,541758826.9845176,27.5971709,95.566852920138,North-Eastern Region
Assam,2020,1,Lakhimpur,170709,275431087.197293,27.2382645,94.1053145,North-Eastern Region
Assam,2020,1,Kamrup,322830,605538834.8588183,26.2074223,91.6771799,North-Eastern Region
Assam,2020,1,Kokrajhar,114668,248408355.21989542,26.2074223,91.6771799,North-Eastern Region
Assam,2020,1,Karbi Anglong,113535,217131796.10672602,26.0,93.5,North-Eastern Region
Assam,2020,1,Sivasagar,145386,255427708.5090978,26.0,93.5,North-Eastern Region
Assam,2020,1,Dibrugarh,317878,585327059.678019,27.4881672,95.3623358,North-Eastern Region
Assam,2020,1,South Salmara Mancachar,53050,131605619.1878117,27.4881672,95.3623358,North-Eastern Region
Assam,2020,1,Nagaon,360749,736229612.8989756,27.4881672,95.3623358,North-Eastern Region
Assam,2020,1,Dhubri,171651,396380458.8856824,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2020,1,Golaghat,179380,301335497.7930421,26.5305611,93.9603353,North-Eastern Region
Assam,2020,1,Udalguri,102667,191387716.4480479,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,1,Majuli,25164,35131725.05132236,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,1,Sonitpur,383179,755509094.6113625,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,1,Hojai,116561,234366183.7308593,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,1,Marigaon,178906,365789442.3652271,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,1,Chirang,69572,129457976.3468223,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,1,Cachar,375774,659702346.1886156,25.083333,92.916667,North-Eastern Region
Assam,2020,1,Nalbari,123597,204236898.97519043,25.083333,92.916667,North-Eastern Region
Assam,2020,1,West Karbi Anglong,24370,34424503.58908371,25.083333,92.916667,North-Eastern Region
Assam,2020,1,Dhemaji,132751,261048437.2183178,27.5945155,94.71920979201424,North-Eastern Region
Assam,2020,1,Karimganj,149784,300337283.14218104,24.86648155,92.35121508187882,North-Eastern Region
Assam,2020,1,Bongaigaon,154338,308181647.0424576,24.86648155,92.35121508187882,North-Eastern Region
Assam,2020,1,Dima Hasao,57312,113253608.62830341,25.40036255,93.07522922678903,North-Eastern Region
Assam,2020,1,Baksa,139164,286488075.0946201,25.40036255,93.07522922678903,North-Eastern Region
Assam,2020,1,Charaideo,88911,166505285.4211547,25.40036255,93.07522922678903,North-Eastern Region
Assam,2020,1,Darrang,130156,282448987.90926135,26.75,92.5,North-Eastern Region
Assam,2020,1,Kamrup Metropolitan,3338601,10080547554.26547,26.75,92.5,North-Eastern Region
Assam,2020,1,Hailakandi,94255,178759552.2400369,24.6827307,92.5622753,North-Eastern Region
Assam,2020,1,Barpeta,367963,833078665.8149495,24.6827307,92.5622753,North-Eastern Region
Assam,2020,1,Goalpara,178776,399940069.4868414,24.6827307,92.5622753,North-Eastern Region
Assam,2020,1,Biswanath,108475,182185726.09962332,24.6827307,92.5622753,North-Eastern Region
Assam,2020,1,Jorhat,232108,371072710.7397319,26.7586112,94.20640848109768,North-Eastern Region
Assam,2020,2,Tinsukia,420620,618021383.1902584,27.5971709,95.566852920138,North-Eastern Region
Assam,2020,2,Lakhimpur,272571,350989858.664944,27.2382645,94.1053145,North-Eastern Region
Assam,2020,2,Kamrup,461735,696378364.1282135,26.2074223,91.6771799,North-Eastern Region
Assam,2020,2,Kokrajhar,172597,308298837.3237574,26.2074223,91.6771799,North-Eastern Region
Assam,2020,2,Karbi Anglong,183647,292585692.4231733,26.0,93.5,North-Eastern Region
Assam,2020,2,Sivasagar,220014,286719380.2356086,26.0,93.5,North-Eastern Region
Assam,2020,2,Dibrugarh,447580,678491572.8304845,27.4881672,95.3623358,North-Eastern Region
Assam,2020,2,South Salmara Mancachar,83003,196672059.63422552,27.4881672,95.3623358,North-Eastern Region
Assam,2020,2,Nagaon,521404,889592664.4056509,27.4881672,95.3623358,North-Eastern Region
Assam,2020,2,Dhubri,279128,458359612.4548876,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2020,2,Golaghat,290221,381486790.012342,26.5305611,93.9603353,North-Eastern Region
Assam,2020,2,Udalguri,166432,268857082.8058843,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,2,Majuli,40396,51674787.726897806,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,2,Sonitpur,510820,899403354.2732959,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,2,Hojai,172987,285298432.0749479,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,2,Marigaon,240281,429689787.586447,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,2,Chirang,112936,166769974.1225149,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,2,Cachar,448258,671325302.7518412,25.083333,92.916667,North-Eastern Region
Assam,2020,2,Nalbari,198498,254116361.1258038,25.083333,92.916667,North-Eastern Region
Assam,2020,2,West Karbi Anglong,42806,49256668.87424505,25.083333,92.916667,North-Eastern Region
Assam,2020,2,Dhemaji,205941,328331122.2696053,27.5945155,94.71920979201424,North-Eastern Region
Assam,2020,2,Karimganj,219675,348307355.5519594,24.86648155,92.35121508187882,North-Eastern Region
Assam,2020,2,Bongaigaon,215359,339332330.9810649,24.86648155,92.35121508187882,North-Eastern Region
Assam,2020,2,Dima Hasao,90255,143371839.6172748,25.40036255,93.07522922678903,North-Eastern Region
Assam,2020,2,Baksa,220877,363494158.4504934,25.40036255,93.07522922678903,North-Eastern Region
Assam,2020,2,Charaideo,132136,187405994.2347428,25.40036255,93.07522922678903,North-Eastern Region
Assam,2020,2,Darrang,191116,334935860.5953754,26.75,92.5,North-Eastern Region
Assam,2020,2,Kamrup Metropolitan,2543890,7190215278.036328,26.75,92.5,North-Eastern Region
Assam,2020,2,Hailakandi,145539,214091717.6600135,24.6827307,92.5622753,North-Eastern Region
Assam,2020,2,Barpeta,519590,967512954.9444927,24.6827307,92.5622753,North-Eastern Region
Assam,2020,2,Goalpara,261762,485118707.46153224,24.6827307,92.5622753,North-Eastern Region
Assam,2020,2,Biswanath,166278,223505041.45463592,24.6827307,92.5622753,North-Eastern Region
Assam,2020,2,Jorhat,306847,406689798.0164192,26.7586112,94.20640848109768,North-Eastern Region
Assam,2020,3,Tinsukia,442335,839411510.8503456,27.5971709,95.566852920138,North-Eastern Region
Assam,2020,3,Lakhimpur,258450,431917438.4007656,27.2382645,94.1053145,North-Eastern Region
Assam,2020,3,Kamrup,445726,878646586.9277798,26.2074223,91.6771799,North-Eastern Region
Assam,2020,3,Kokrajhar,169456,354873433.7407801,26.2074223,91.6771799,North-Eastern Region
Assam,2020,3,Karbi Anglong,186352,377558923.8426727,26.0,93.5,North-Eastern Region
Assam,2020,3,Sivasagar,213330,375381648.7917502,26.0,93.5,North-Eastern Region
Assam,2020,3,Dibrugarh,526945,1106487215.771987,27.4881672,95.3623358,North-Eastern Region
Assam,2020,3,South Salmara Mancachar,76074,203318061.9488448,27.4881672,95.3623358,North-Eastern Region
Assam,2020,3,Nagaon,535675,1153926434.0592709,27.4881672,95.3623358,North-Eastern Region
Assam,2020,3,Dhubri,265528,574593610.2092601,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2020,3,Golaghat,278714,484885427.85811895,26.5305611,93.9603353,North-Eastern Region
Assam,2020,3,Udalguri,154549,312073789.47531146,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,3,Majuli,39125,56123804.82257187,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,3,Sonitpur,540972,1164586118.8388221,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,3,Hojai,175557,355628836.0341291,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,3,Marigaon,230540,512119251.25606686,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,3,Chirang,102868,192241344.0014076,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,3,Cachar,487493,920279966.2377985,25.083333,92.916667,North-Eastern Region
Assam,2020,3,Nalbari,175078,305820367.2778451,25.083333,92.916667,North-Eastern Region
Assam,2020,3,West Karbi Anglong,40408,63195580.4849911,25.083333,92.916667,North-Eastern Region
Assam,2020,3,Dhemaji,206214,411442432.54643184,27.5945155,94.71920979201424,North-Eastern Region
Assam,2020,3,Karimganj,249302,504923538.1515511,24.86648155,92.35121508187882,North-Eastern Region
Assam,2020,3,Bongaigaon,227984,476147034.02800435,24.86648155,92.35121508187882,North-Eastern Region
Assam,2020,3,Dima Hasao,93676,180472116.28952,25.40036255,93.07522922678903,North-Eastern Region
Assam,2020,3,Baksa,208297,442621506.64271426,25.40036255,93.07522922678903,North-Eastern Region
Assam,2020,3,Charaideo,130863,244390041.98398152,25.40036255,93.07522922678903,North-Eastern Region
Assam,2020,3,Darrang,188334,455692195.8874371,26.75,92.5,North-Eastern Region
Assam,2020,3,Kamrup Metropolitan,4268591,13346088870.1141,26.75,92.5,North-Eastern Region
Assam,2020,3,Hailakandi,161126,294342674.92533815,24.6827307,92.5622753,North-Eastern Region
Assam,2020,3,Barpeta,553783,1306355860.1566281,24.6827307,92.5622753,North-Eastern Region
Assam,2020,3,Goalpara,277508,630486618.2775413,24.6827307,92.5622753,North-Eastern Region
Assam,2020,3,Biswanath,171570,332570734.9531008,24.6827307,92.5622753,North-Eastern Region
Assam,2020,3,Jorhat,315288,542788284.757088,26.7586112,94.20640848109768,North-Eastern Region
Assam,2020,4,Tinsukia,543941,1209737013.9697669,27.5971709,95.566852920138,North-Eastern Region
Assam,2020,4,Lakhimpur,304251,620709324.0849249,27.2382645,94.1053145,North-Eastern Region
Assam,2020,4,Kamrup,557203,1271039293.2521,26.2074223,91.6771799,North-Eastern Region
Assam,2020,4,Kokrajhar,209653,522575460.2813618,26.2074223,91.6771799,North-Eastern Region
Assam,2020,4,Karbi Anglong,229991,548523247.5679932,26.0,93.5,North-Eastern Region
Assam,2020,4,Sivasagar,259736,561002521.458745,26.0,93.5,North-Eastern Region
Assam,2020,4,Dibrugarh,631601,1479167066.80543,27.4881672,95.3623358,North-Eastern Region
Assam,2020,4,South Salmara Mancachar,111015,338306352.614975,27.4881672,95.3623358,North-Eastern Region
Assam,2020,4,Nagaon,667880,1665021995.819207,27.4881672,95.3623358,North-Eastern Region
Assam,2020,4,Dhubri,337623,874322425.3902973,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2020,4,Golaghat,337771,687756877.7912595,26.5305611,93.9603353,North-Eastern Region
Assam,2020,4,Udalguri,181878,415302655.2781901,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,4,Majuli,43480,69435583.78914571,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,4,Sonitpur,676306,1560923095.7659302,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,4,Hojai,224628,528926408.7801575,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,4,Marigaon,277304,736327079.8480828,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,4,Chirang,121011,281687589.5849322,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,4,Cachar,623731,1434767202.348822,25.083333,92.916667,North-Eastern Region
Assam,2020,4,Nalbari,210966,464782209.23467803,25.083333,92.916667,North-Eastern Region
Assam,2020,4,West Karbi Anglong,44259,80617646.24078932,25.083333,92.916667,North-Eastern Region
Assam,2020,4,Dhemaji,250452,567469583.0598263,27.5945155,94.71920979201424,North-Eastern Region
Assam,2020,4,Karimganj,309172,754661918.8881419,24.86648155,92.35121508187882,North-Eastern Region
Assam,2020,4,Bongaigaon,301859,724047412.7652119,24.86648155,92.35121508187882,North-Eastern Region
Assam,2020,4,Dima Hasao,110429,262165738.17960852,25.40036255,93.07522922678903,North-Eastern Region
Assam,2020,4,Baksa,253333,644108232.3336508,25.40036255,93.07522922678903,North-Eastern Region
Assam,2020,4,Charaideo,152117,356182476.76104593,25.40036255,93.07522922678903,North-Eastern Region
Assam,2020,4,Darrang,239602,682167456.1529417,26.75,92.5,North-Eastern Region
Assam,2020,4,Kamrup Metropolitan,5300547,16105922899.45602,26.75,92.5,North-Eastern Region
Assam,2020,4,Hailakandi,189140,419018012.3664531,24.6827307,92.5622753,North-Eastern Region
Assam,2020,4,Barpeta,724763,2053361856.477952,24.6827307,92.5622753,North-Eastern Region
Assam,2020,4,Goalpara,381733,1018165139.8396721,24.6827307,92.5622753,North-Eastern Region
Assam,2020,4,Biswanath,215627,472733035.602438,24.6827307,92.5622753,North-Eastern Region
Assam,2020,4,Jorhat,400452,815676507.4744499,26.7586112,94.20640848109768,North-Eastern Region
Assam,2021,1,Tinsukia,480161,1160430411.709109,27.5971709,95.566852920138,North-Eastern Region
Assam,2021,1,Lakhimpur,278213,669614741.670135,27.2382645,94.1053145,North-Eastern Region
Assam,2021,1,Kamrup,557802,1450662971.695179,26.2074223,91.6771799,North-Eastern Region
Assam,2021,1,Kokrajhar,228889,627990382.7904459,26.2074223,91.6771799,North-Eastern Region
Assam,2021,1,Karbi Anglong,217934,608528765.1323997,26.0,93.5,North-Eastern Region
Assam,2021,1,Sivasagar,242611,602350918.9850893,26.0,93.5,North-Eastern Region
Assam,2021,1,Dibrugarh,680608,1710571109.982249,27.4881672,95.3623358,North-Eastern Region
Assam,2021,1,South Salmara Mancachar,134708,477352228.406156,27.4881672,95.3623358,North-Eastern Region
Assam,2021,1,Nagaon,675634,2019926209.3789349,27.4881672,95.3623358,North-Eastern Region
Assam,2021,1,Dhubri,362613,1035861131.43183,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2021,1,Golaghat,311238,749087184.8333428,26.5305611,93.9603353,North-Eastern Region
Assam,2021,1,Udalguri,173233,451305008.4328211,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,1,Majuli,34915,74357604.61004795,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,1,Sonitpur,669242,1689369790.428941,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,1,Hojai,220269,591418708.8113766,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,1,Marigaon,298011,918760114.9692956,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,1,Chirang,127192,321319197.0773881,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,1,Cachar,614703,1577581912.681296,25.083333,92.916667,North-Eastern Region
Assam,2021,1,Nalbari,197323,506378435.7122495,25.083333,92.916667,North-Eastern Region
Assam,2021,1,West Karbi Anglong,41137,84887268.51304872,25.083333,92.916667,North-Eastern Region
Assam,2021,1,Dhemaji,231336,615209792.8336076,27.5945155,94.71920979201424,North-Eastern Region
Assam,2021,1,Karimganj,304173,916185934.3111196,24.86648155,92.35121508187882,North-Eastern Region
Assam,2021,1,Bongaigaon,321020,874996649.1810182,24.86648155,92.35121508187882,North-Eastern Region
Assam,2021,1,Dima Hasao,104846,283821933.2230361,25.40036255,93.07522922678903,North-Eastern Region
Assam,2021,1,Baksa,260583,764921383.8988845,25.40036255,93.07522922678903,North-Eastern Region
Assam,2021,1,Charaideo,138143,380869059.43503374,25.40036255,93.07522922678903,North-Eastern Region
Assam,2021,1,Darrang,259665,757825643.4042199,26.75,92.5,North-Eastern Region
Assam,2021,1,Kamrup Metropolitan,9400818,24003716533.697933,26.75,92.5,North-Eastern Region
Assam,2021,1,Hailakandi,189886,515905421.9034898,24.6827307,92.5622753,North-Eastern Region
Assam,2021,1,Barpeta,768249,2378951523.3799777,24.6827307,92.5622753,North-Eastern Region
Assam,2021,1,Goalpara,400249,1203600745.346328,24.6827307,92.5622753,North-Eastern Region
Assam,2021,1,Biswanath,197774,446301042.8269607,24.6827307,92.5622753,North-Eastern Region
Assam,2021,1,Jorhat,388882,856404785.4295708,26.7586112,94.20640848109768,North-Eastern Region
Assam,2021,2,Tinsukia,606143,1318534292.526462,27.5971709,95.566852920138,North-Eastern Region
Assam,2021,2,Lakhimpur,361975,751021666.6941358,27.2382645,94.1053145,North-Eastern Region
Assam,2021,2,Kamrup,737877,1686926641.0395188,26.2074223,91.6771799,North-Eastern Region
Assam,2021,2,Kokrajhar,291109,760467202.4006457,26.2074223,91.6771799,North-Eastern Region
Assam,2021,2,Karbi Anglong,275847,664132421.6116568,26.0,93.5,North-Eastern Region
Assam,2021,2,Sivasagar,303100,635897961.4545786,26.0,93.5,North-Eastern Region
Assam,2021,2,Dibrugarh,870918,1976153977.772892,27.4881672,95.3623358,North-Eastern Region
Assam,2021,2,South Salmara Mancachar,213176,702484951.4538276,27.4881672,95.3623358,North-Eastern Region
Assam,2021,2,Nagaon,928187,2446953429.3994994,27.4881672,95.3623358,North-Eastern Region
Assam,2021,2,Dhubri,528440,1316708576.798175,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2021,2,Golaghat,382567,828266419.210104,26.5305611,93.9603353,North-Eastern Region
Assam,2021,2,Udalguri,229956,535712130.3641451,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,2,Majuli,44407,85365999.51292944,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,2,Sonitpur,848080,1929013770.5926268,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,2,Hojai,285880,717552682.8425927,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,2,Marigaon,452067,1213004303.8796182,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,2,Chirang,173228,416705187.8542394,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,2,Cachar,743120,1680050955.980187,25.083333,92.916667,North-Eastern Region
Assam,2021,2,Nalbari,265787,614926960.4062058,25.083333,92.916667,North-Eastern Region
Assam,2021,2,West Karbi Anglong,51169,93322156.33253613,25.083333,92.916667,North-Eastern Region
Assam,2021,2,Dhemaji,299375,707439590.8525485,27.5945155,94.71920979201424,North-Eastern Region
Assam,2021,2,Karimganj,376322,1008636324.559234,24.86648155,92.35121508187882,North-Eastern Region
Assam,2021,2,Bongaigaon,445957,1107075859.501885,24.86648155,92.35121508187882,North-Eastern Region
Assam,2021,2,Dima Hasao,127333,291445306.0089373,25.40036255,93.07522922678903,North-Eastern Region
Assam,2021,2,Baksa,333425,874733682.7849679,25.40036255,93.07522922678903,North-Eastern Region
Assam,2021,2,Charaideo,169721,406368639.266593,25.40036255,93.07522922678903,North-Eastern Region
Assam,2021,2,Darrang,373027,991719331.0625446,26.75,92.5,North-Eastern Region
Assam,2021,2,Kamrup Metropolitan,12113618,26948905679.32875,26.75,92.5,North-Eastern Region
Assam,2021,2,Hailakandi,258553,622102715.3474636,24.6827307,92.5622753,North-Eastern Region
Assam,2021,2,Barpeta,1094358,2927546915.444962,24.6827307,92.5622753,North-Eastern Region
Assam,2021,2,Goalpara,544911,1475602701.250786,24.6827307,92.5622753,North-Eastern Region
Assam,2021,2,Biswanath,255222,546335899.8896878,24.6827307,92.5622753,North-Eastern Region
Assam,2021,2,Jorhat,448050,911359043.2389444,26.7586112,94.20640848109768,North-Eastern Region
Assam,2021,3,Tinsukia,726497,1620117007.206979,27.5971709,95.566852920138,North-Eastern Region
