State,Year,Quarter,District,Registered_users,Latitude,Longitude,Region
Assam,2020,2,Tinsukia,101864,27.5971709,95.566852920138,North-Eastern Region
Assam,2020,2,Jorhat,90601,26.7586112,94.20640848109768,North-Eastern Region
Assam,2020,2,Dhubri,76285,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2020,3,Kamrup Metropolitan,499403,26.75,92.5,North-Eastern Region
Assam,2020,3,Nagaon,168903,27.4881672,95.3623358,North-Eastern Region
Assam,2020,3,Barpeta,150166,24.6827307,92.5622753,North-Eastern Region
Assam,2020,3,Cachar,143851,25.083333,92.916667,North-Eastern Region
Assam,2020,3,Dibrugarh,134339,27.4881672,95.3623358,North-Eastern Region
Assam,2020,3,Sonitpur,134006,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,3,Kamrup,124944,26.2074223,91.6771799,North-Eastern Region
Assam,2020,3,Tinsukia,113239,27.5971709,95.566852920138,North-Eastern Region
Assam,2020,3,Jorhat,99517,26.7586112,94.20640848109768,North-Eastern Region
Assam,2020,3,Dhubri,84816,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2020,4,Kamrup Metropolitan,546458,26.75,92.5,North-Eastern Region
Assam,2020,4,Nagaon,185101,27.4881672,95.3623358,North-Eastern Region
Assam,2020,4,Barpeta,164341,24.6827307,92.5622753,North-Eastern Region
Assam,2020,4,Cachar,158821,25.083333,92.916667,North-Eastern Region
Assam,2020,4,Dibrugarh,147001,27.4881672,95.3623358,North-Eastern Region
Assam,2020,4,Sonitpur,146796,26.70472375,92.04215071409465,North-Eastern Region
Assam,2020,4,Kamrup,136799,26.2074223,91.6771799,North-Eastern Region
Assam,2020,4,Tinsukia,124067,27.5971709,95.566852920138,North-Eastern Region
Assam,2020,4,Jorhat,108380,26.7586112,94.20640848109768,North-Eastern Region
Assam,2020,4,Dhubri,93699,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2021,1,Kamrup Metropolitan,589688,26.75,92.5,North-Eastern Region
Assam,2021,1,Nagaon,200243,27.4881672,95.3623358,North-Eastern Region
Assam,2021,1,Barpeta,177789,24.6827307,92.5622753,North-Eastern Region
Assam,2021,1,Cachar,172056,25.083333,92.916667,North-Eastern Region
Assam,2021,1,Sonitpur,158555,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,1,Dibrugarh,158509,27.4881672,95.3623358,North-Eastern Region
Assam,2021,1,Kamrup,147671,26.2074223,91.6771799,North-Eastern Region
Assam,2021,1,Tinsukia,134067,27.5971709,95.566852920138,North-Eastern Region
Assam,2021,1,Jorhat,116616,26.7586112,94.20640848109768,North-Eastern Region
Assam,2021,1,Dhubri,101643,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2021,2,Kamrup Metropolitan,630676,26.75,92.5,North-Eastern Region
Assam,2021,2,Nagaon,215750,27.4881672,95.3623358,North-Eastern Region
Assam,2021,2,Barpeta,191700,24.6827307,92.5622753,North-Eastern Region
Assam,2021,2,Cachar,185350,25.083333,92.916667,North-Eastern Region
Assam,2021,2,Dibrugarh,170604,27.4881672,95.3623358,North-Eastern Region
Assam,2021,2,Sonitpur,170519,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,2,Kamrup,159018,26.2074223,91.6771799,North-Eastern Region
Assam,2021,2,Tinsukia,144571,27.5971709,95.566852920138,North-Eastern Region
Assam,2021,2,Jorhat,125247,26.7586112,94.20640848109768,North-Eastern Region
Assam,2021,2,Dhubri,109873,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2021,3,Kamrup Metropolitan,677223,26.75,92.5,North-Eastern Region
Assam,2021,3,Nagaon,233909,27.4881672,95.3623358,North-Eastern Region
Assam,2021,3,Barpeta,207997,24.6827307,92.5622753,North-Eastern Region
Assam,2021,3,Cachar,200721,25.083333,92.916667,North-Eastern Region
Assam,2021,3,Sonitpur,184448,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,3,Dibrugarh,184280,27.4881672,95.3623358,North-Eastern Region
Assam,2021,3,Kamrup,172652,26.2074223,91.6771799,North-Eastern Region
Assam,2021,3,Tinsukia,156657,27.5971709,95.566852920138,North-Eastern Region
Assam,2021,3,Jorhat,135179,26.7586112,94.20640848109768,North-Eastern Region
Assam,2021,3,Dhubri,119554,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2021,4,Kamrup Metropolitan,723960,26.75,92.5,North-Eastern Region
Assam,2021,4,Nagaon,251340,27.4881672,95.3623358,North-Eastern Region
Assam,2021,4,Barpeta,223375,24.6827307,92.5622753,North-Eastern Region
Assam,2021,4,Cachar,215876,25.083333,92.916667,North-Eastern Region
Assam,2021,4,Sonitpur,198091,26.70472375,92.04215071409465,North-Eastern Region
Assam,2021,4,Dibrugarh,197521,27.4881672,95.3623358,North-Eastern Region
Assam,2021,4,Kamrup,185421,26.2074223,91.6771799,North-Eastern Region
Assam,2021,4,Tinsukia,168240,27.5971709,95.566852920138,North-Eastern Region
Assam,2021,4,Jorhat,145111,26.7586112,94.20640848109768,North-Eastern Region
Assam,2021,4,Dhubri,128621,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2022,1,Kamrup Metropolitan,767859,26.75,92.5,North-Eastern Region
Assam,2022,1,Nagaon,268636,27.4881672,95.3623358,North-Eastern Region
Assam,2022,1,Barpeta,238871,24.6827307,92.5622753,North-Eastern Region
Assam,2022,1,Cachar,230089,25.083333,92.916667,North-Eastern Region
Assam,2022,1,Sonitpur,211236,26.70472375,92.04215071409465,North-Eastern Region
Assam,2022,1,Dibrugarh,210525,27.4881672,95.3623358,North-Eastern Region
Assam,2022,1,Kamrup,198189,26.2074223,91.6771799,North-Eastern Region
Assam,2022,1,Tinsukia,179301,27.5971709,95.566852920138,North-Eastern Region
Assam,2022,1,Jorhat,154589,26.7586112,94.20640848109768,North-Eastern Region
Assam,2022,1,Dhubri,137698,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2022,2,Kamrup Metropolitan,810057,26.75,92.5,North-Eastern Region
Assam,2022,2,Nagaon,284558,27.4881672,95.3623358,North-Eastern Region
Assam,2022,2,Barpeta,253194,24.6827307,92.5622753,North-Eastern Region
Assam,2022,2,Cachar,243727,25.083333,92.916667,North-Eastern Region
Assam,2022,2,Sonitpur,223514,26.70472375,92.04215071409465,North-Eastern Region
Assam,2022,2,Dibrugarh,222494,27.4881672,95.3623358,North-Eastern Region
Assam,2022,2,Kamrup,210048,26.2074223,91.6771799,North-Eastern Region
Assam,2022,2,Tinsukia,189633,27.5971709,95.566852920138,North-Eastern Region
Assam,2022,2,Jorhat,163307,26.7586112,94.20640848109768,North-Eastern Region
Assam,2022,2,Dhubri,146304,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2022,3,Kamrup Metropolitan,854019,26.75,92.5,North-Eastern Region
Assam,2022,3,Nagaon,300653,27.4881672,95.3623358,North-Eastern Region
Assam,2022,3,Barpeta,267667,24.6827307,92.5622753,North-Eastern Region
Assam,2022,3,Cachar,257370,25.083333,92.916667,North-Eastern Region
Assam,2022,3,Sonitpur,235752,26.70472375,92.04215071409465,North-Eastern Region
Assam,2022,3,Dibrugarh,234149,27.4881672,95.3623358,North-Eastern Region
Assam,2022,3,Kamrup,221721,26.2074223,91.6771799,North-Eastern Region
Assam,2022,3,Tinsukia,199942,27.5971709,95.566852920138,North-Eastern Region
Assam,2022,3,Jorhat,171824,26.7586112,94.20640848109768,North-Eastern Region
Assam,2022,3,Dhubri,154896,25.543251265569022,87.56949075116762,North-Eastern Region
Assam,2022,4,Kamrup Metropolitan,897245,26.75,92.5,North-Eastern Region
Assam,2022,4,Nagaon,314901,27.4881672,95.3623358,North-Eastern Region
Assam,2022,4,Barpeta,280479,24.6827307,92.5622753,North-Eastern Region
Assam,2022,4,Cachar,269556,25.083333,92.916667,North-Eastern Region
Assam,2022,4,Sonitpur,246327,26.70472375,92.04215071409465,North-Eastern Region
Assam,2022,4,Dibrugarh,244755,27.4881672,95.3623358,North-Eastern Region
Assam,2022,4,Kamrup,231849,26.2074223,91.6771799,North-Eastern Region
Assam,2022,4,Tinsukia,209247,27.5971709,95.566852920138,North-Eastern Region
Assam,2022,4,Jorhat,179437,26.7586112,94.20640848109768,North-Eastern Region
Assam,2022,4,Dhubri,162126,25.543251265569022,87.56949075116762,North-Eastern Region
Bihar,2018,1,Patna,425009,25.46737665,85.19581528126407,Eastern Region
Bihar,2018,1,Muzaffarpur,125298,26.1667052,85.4166314,Eastern Region
Bihar,2018,1,Gaya,91015,25.6058077,85.088915,Eastern Region
Bihar,2018,1,Purbi Champaran,87561,24.8926007,86.9140729,Eastern Region
Bihar,2018,1,Samastipur,76068,25.75,85.916667,Eastern Region
Bihar,2018,1,Bhagalpur,76063,25.0,86.916667,Eastern Region
Bihar,2018,1,Nalanda,75201,25.4374355,85.2919909,Eastern Region
Bihar,2018,1,Darbhanga,74414,25.4374355,85.2919909,Eastern Region
Bihar,2018,1,Vaishali,67921,25.696274,85.2228359,Eastern Region
Bihar,2018,1,Pashchim Champaran,67656,27.0,84.5,Eastern Region
Bihar,2018,2,Patna,568657,25.46737665,85.19581528126407,Eastern Region
Bihar,2018,2,Muzaffarpur,172315,26.1667052,85.4166314,Eastern Region
Bihar,2018,2,Gaya,126422,25.6058077,85.088915,Eastern Region
Bihar,2018,2,Purbi Champaran,125890,24.8926007,86.9140729,Eastern Region
Bihar,2018,2,Samastipur,107143,25.75,85.916667,Eastern Region
Bihar,2018,2,Bhagalpur,106461,25.0,86.916667,Eastern Region
Bihar,2018,2,Darbhanga,105558,25.4374355,85.2919909,Eastern Region
Bihar,2018,2,Nalanda,104076,25.4374355,85.2919909,Eastern Region
Bihar,2018,2,Pashchim Champaran,97301,27.0,84.5,Eastern Region
Bihar,2018,2,Vaishali,96694,25.696274,85.2228359,Eastern Region
Bihar,2018,3,Patna,684421,25.46737665,85.19581528126407,Eastern Region
Bihar,2018,3,Muzaffarpur,211519,26.1667052,85.4166314,Eastern Region
Bihar,2018,3,Purbi Champaran,162122,24.8926007,86.9140729,Eastern Region
Bihar,2018,3,Gaya,160375,25.6058077,85.088915,Eastern Region
Bihar,2018,3,Samastipur,134680,25.75,85.916667,Eastern Region
Bihar,2018,3,Darbhanga,132803,25.4374355,85.2919909,Eastern Region
Bihar,2018,3,Bhagalpur,131270,25.0,86.916667,Eastern Region
Bihar,2018,3,Nalanda,128472,25.4374355,85.2919909,Eastern Region
Bihar,2018,3,Pashchim Champaran,124955,27.0,84.5,Eastern Region
Bihar,2018,3,Saran,123407,25.6085763,85.1993479,Eastern Region
Bihar,2018,4,Patna,826399,25.46737665,85.19581528126407,Eastern Region
Bihar,2018,4,Muzaffarpur,260789,26.1667052,85.4166314,Eastern Region
Bihar,2018,4,Purbi Champaran,206934,24.8926007,86.9140729,Eastern Region
Bihar,2018,4,Gaya,203926,25.6058077,85.088915,Eastern Region
Bihar,2018,4,Samastipur,169774,25.75,85.916667,Eastern Region
Bihar,2018,4,Darbhanga,167302,25.4374355,85.2919909,Eastern Region
Bihar,2018,4,Bhagalpur,164162,25.0,86.916667,Eastern Region
Bihar,2018,4,Saran,161486,25.6085763,85.1993479,Eastern Region
Bihar,2018,4,Pashchim Champaran,161063,27.0,84.5,Eastern Region
Bihar,2018,4,Nalanda,160167,25.4374355,85.2919909,Eastern Region
Bihar,2019,1,Patna,964432,25.46737665,85.19581528126407,Eastern Region
Bihar,2019,1,Muzaffarpur,309416,26.1667052,85.4166314,Eastern Region
Bihar,2019,1,Purbi Champaran,252394,24.8926007,86.9140729,Eastern Region
Bihar,2019,1,Gaya,245773,25.6058077,85.088915,Eastern Region
Bihar,2019,1,Samastipur,204544,25.75,85.916667,Eastern Region
Bihar,2019,1,Darbhanga,202521,25.4374355,85.2919909,Eastern Region
Bihar,2019,1,Saran,197928,25.6085763,85.1993479,Eastern Region
Bihar,2019,1,Pashchim Champaran,197074,27.0,84.5,Eastern Region
Bihar,2019,1,Bhagalpur,195057,25.0,86.916667,Eastern Region
Bihar,2019,1,Madhubani,195036,25.0,86.916667,Eastern Region
Bihar,2019,2,Patna,1076012,25.46737665,85.19581528126407,Eastern Region
Bihar,2019,2,Muzaffarpur,353459,26.1667052,85.4166314,Eastern Region
Bihar,2019,2,Purbi Champaran,292711,24.8926007,86.9140729,Eastern Region
Bihar,2019,2,Gaya,281107,25.6058077,85.088915,Eastern Region
Bihar,2019,2,Samastipur,234046,25.75,85.916667,Eastern Region
Bihar,2019,2,Darbhanga,232722,25.4374355,85.2919909,Eastern Region
Bihar,2019,2,Saran,230068,25.6085763,85.1993479,Eastern Region
Bihar,2019,2,Pashchim Champaran,227901,27.0,84.5,Eastern Region
Bihar,2019,2,Madhubani,226202,25.0,86.916667,Eastern Region
Bihar,2019,2,Bhagalpur,223725,25.0,86.916667,Eastern Region
Bihar,2019,3,Patna,1180262,25.46737665,85.19581528126407,Eastern Region
Bihar,2019,3,Muzaffarpur,396343,26.1667052,85.4166314,Eastern Region
Bihar,2019,3,Purbi Champaran,330361,24.8926007,86.9140729,Eastern Region
Bihar,2019,3,Gaya,315649,25.6058077,85.088915,Eastern Region
Bihar,2019,3,Samastipur,262875,25.75,85.916667,Eastern Region
Bihar,2019,3,Darbhanga,262421,25.4374355,85.2919909,Eastern Region
Bihar,2019,3,Saran,260966,25.6085763,85.1993479,Eastern Region
Bihar,2019,3,Pashchim Champaran,256491,27.0,84.5,Eastern Region
Bihar,2019,3,Madhubani,255761,25.0,86.916667,Eastern Region
Bihar,2019,3,Bhagalpur,249214,25.0,86.916667,Eastern Region
Bihar,2019,4,Patna,1289426,25.46737665,85.19581528126407,Eastern Region
Bihar,2019,4,Muzaffarpur,445815,26.1667052,85.4166314,Eastern Region
Bihar,2019,4,Purbi Champaran,378861,24.8926007,86.9140729,Eastern Region
Bihar,2019,4,Gaya,356225,25.6058077,85.088915,Eastern Region
Bihar,2019,4,Samastipur,297942,25.75,85.916667,Eastern Region
Bihar,2019,4,Saran,297022,25.6085763,85.1993479,Eastern Region
Bihar,2019,4,Darbhanga,296008,25.4374355,85.2919909,Eastern Region
Bihar,2019,4,Pashchim Champaran,293867,27.0,84.5,Eastern Region
Bihar,2019,4,Madhubani,291613,25.0,86.916667,Eastern Region
Bihar,2019,4,Bhagalpur,279580,25.0,86.916667,Eastern Region
Bihar,2020,1,Patna,1397342,25.46737665,85.19581528126407,Eastern Region
Bihar,2020,1,Muzaffarpur,498548,26.1667052,85.4166314,Eastern Region
Bihar,2020,1,Purbi Champaran,431458,24.8926007,86.9140729,Eastern Region
Bihar,2020,1,Gaya,398678,25.6058077,85.088915,Eastern Region
Bihar,2020,1,Saran,335039,25.6085763,85.1993479,Eastern Region
Bihar,2020,1,Samastipur,334935,25.75,85.916667,Eastern Region
Bihar,2020,1,Pashchim Champaran,334931,27.0,84.5,Eastern Region
Bihar,2020,1,Darbhanga,332707,25.4374355,85.2919909,Eastern Region
Bihar,2020,1,Madhubani,328630,25.0,86.916667,Eastern Region
Bihar,2020,1,Vaishali,312949,25.696274,85.2228359,Eastern Region
Bihar,2020,2,Patna,1506233,25.46737665,85.19581528126407,Eastern Region
Bihar,2020,2,Muzaffarpur,558435,26.1667052,85.4166314,Eastern Region
Bihar,2020,2,Purbi Champaran,505364,24.8926007,86.9140729,Eastern Region
Bihar,2020,2,Gaya,447895,25.6058077,85.088915,Eastern Region
Bihar,2020,2,Pashchim Champaran,390547,27.0,84.5,Eastern Region
Bihar,2020,2,Samastipur,381913,25.75,85.916667,Eastern Region
Bihar,2020,2,Saran,381281,25.6085763,85.1993479,Eastern Region
Bihar,2020,2,Darbhanga,379555,25.4374355,85.2919909,Eastern Region
Bihar,2020,2,Madhubani,379217,25.0,86.916667,Eastern Region
Bihar,2020,2,Bhagalpur,352316,25.0,86.916667,Eastern Region
Bihar,2020,3,Patna,1625305,25.46737665,85.19581528126407,Eastern Region
Bihar,2020,3,Muzaffarpur,617383,26.1667052,85.4166314,Eastern Region
Bihar,2020,3,Purbi Champaran,570592,24.8926007,86.9140729,Eastern Region
Bihar,2020,3,Gaya,493207,25.6058077,85.088915,Eastern Region
Bihar,2020,3,Pashchim Champaran,435319,27.0,84.5,Eastern Region
Bihar,2020,3,Madhubani,425154,25.0,86.916667,Eastern Region
Bihar,2020,3,Saran,424821,25.6085763,85.1993479,Eastern Region
Bihar,2020,3,Samastipur,424696,25.75,85.916667,Eastern Region
Bihar,2020,3,Darbhanga,424611,25.4374355,85.2919909,Eastern Region
Bihar,2020,3,Vaishali,391002,25.696274,85.2228359,Eastern Region
Bihar,2020,4,Patna,1752007,25.46737665,85.19581528126407,Eastern Region
Bihar,2020,4,Muzaffarpur,673397,26.1667052,85.4166314,Eastern Region
Bihar,2020,4,Purbi Champaran,627214,24.8926007,86.9140729,Eastern Region
Bihar,2020,4,Gaya,538319,25.6058077,85.088915,Eastern Region
Bihar,2020,4,Pashchim Champaran,476717,27.0,84.5,Eastern Region
Bihar,2020,4,Saran,467918,25.6085763,85.1993479,Eastern Region
Bihar,2020,4,Madhubani,467849,25.0,86.916667,Eastern Region
Bihar,2020,4,Darbhanga,467317,25.4374355,85.2919909,Eastern Region
Bihar,2020,4,Samastipur,466536,25.75,85.916667,Eastern Region
Bihar,2020,4,Bhagalpur,428157,25.0,86.916667,Eastern Region
Bihar,2021,1,Patna,1881439,25.46737665,85.19581528126407,Eastern Region
Bihar,2021,1,Muzaffarpur,728384,26.1667052,85.4166314,Eastern Region
Bihar,2021,1,Purbi Champaran,681660,24.8926007,86.9140729,Eastern Region
Bihar,2021,1,Gaya,581376,25.6058077,85.088915,Eastern Region
Bihar,2021,1,Pashchim Champaran,517219,27.0,84.5,Eastern Region
Bihar,2021,1,Saran,507177,25.6085763,85.1993479,Eastern Region
Bihar,2021,1,Darbhanga,506381,25.4374355,85.2919909,Eastern Region
Bihar,2021,1,Madhubani,506293,25.0,86.916667,Eastern Region
Bihar,2021,1,Samastipur,505806,25.75,85.916667,Eastern Region
Bihar,2021,1,Vaishali,463655,25.696274,85.2228359,Eastern Region
Bihar,2021,2,Patna,2010353,25.46737665,85.19581528126407,Eastern Region
Bihar,2021,2,Muzaffarpur,781251,26.1667052,85.4166314,Eastern Region
Bihar,2021,2,Purbi Champaran,733817,24.8926007,86.9140729,Eastern Region
Bihar,2021,2,Gaya,624010,25.6058077,85.088915,Eastern Region
Bihar,2021,2,Pashchim Champaran,556408,27.0,84.5,Eastern Region
Bihar,2021,2,Saran,544975,25.6085763,85.1993479,Eastern Region
Bihar,2021,2,Samastipur,543782,25.75,85.916667,Eastern Region
Bihar,2021,2,Darbhanga,543496,25.4374355,85.2919909,Eastern Region
Bihar,2021,2,Madhubani,543493,25.0,86.916667,Eastern Region
Bihar,2021,2,Vaishali,497933,25.696274,85.2228359,Eastern Region
Bihar,2021,3,Patna,2156402,25.46737665,85.19581528126407,Eastern Region
Bihar,2021,3,Muzaffarpur,842701,26.1667052,85.4166314,Eastern Region
Bihar,2021,3,Purbi Champaran,794120,24.8926007,86.9140729,Eastern Region
Bihar,2021,3,Gaya,673356,25.6058077,85.088915,Eastern Region
Bihar,2021,3,Pashchim Champaran,602251,27.0,84.5,Eastern Region
Bihar,2021,3,Saran,588276,25.6085763,85.1993479,Eastern Region
Bihar,2021,3,Madhubani,587337,25.0,86.916667,Eastern Region
Bihar,2021,3,Samastipur,586990,25.75,85.916667,Eastern Region
Bihar,2021,3,Darbhanga,586251,25.4374355,85.2919909,Eastern Region
Bihar,2021,3,Vaishali,536933,25.696274,85.2228359,Eastern Region
Bihar,2021,4,Patna,2303852,25.46737665,85.19581528126407,Eastern Region
Bihar,2021,4,Muzaffarpur,903775,26.1667052,85.4166314,Eastern Region
Bihar,2021,4,Purbi Champaran,853893,24.8926007,86.9140729,Eastern Region
Bihar,2021,4,Gaya,721905,25.6058077,85.088915,Eastern Region
Bihar,2021,4,Pashchim Champaran,647450,27.0,84.5,Eastern Region
Bihar,2021,4,Saran,631469,25.6085763,85.1993479,Eastern Region
Bihar,2021,4,Samastipur,630218,25.75,85.916667,Eastern Region
Bihar,2021,4,Madhubani,629986,25.0,86.916667,Eastern Region
Bihar,2021,4,Darbhanga,628529,25.4374355,85.2919909,Eastern Region
Bihar,2021,4,Vaishali,576156,25.696274,85.2228359,Eastern Region
Bihar,2022,1,Patna,2443356,25.46737665,85.19581528126407,Eastern Region
Bihar,2022,1,Muzaffarpur,962924,26.1667052,85.4166314,Eastern Region
Bihar,2022,1,Purbi Champaran,912427,24.8926007,86.9140729,Eastern Region
Bihar,2022,1,Gaya,769265,25.6058077,85.088915,Eastern Region
Bihar,2022,1,Pashchim Champaran,692182,27.0,84.5,Eastern Region
Bihar,2022,1,Saran,673849,25.6085763,85.1993479,Eastern Region
Bihar,2022,1,Samastipur,672508,25.75,85.916667,Eastern Region
Bihar,2022,1,Madhubani,672303,25.0,86.916667,Eastern Region
Bihar,2022,1,Darbhanga,669850,25.4374355,85.2919909,Eastern Region
Bihar,2022,1,Vaishali,614159,25.696274,85.2228359,Eastern Region
Bihar,2022,2,Patna,2577123,25.46737665,85.19581528126407,Eastern Region
Bihar,2022,2,Muzaffarpur,1018560,26.1667052,85.4166314,Eastern Region
Bihar,2022,2,Purbi Champaran,967838,24.8926007,86.9140729,Eastern Region
Bihar,2022,2,Gaya,814180,25.6058077,85.088915,Eastern Region
Bihar,2022,2,Pashchim Champaran,734476,27.0,84.5,Eastern Region
Bihar,2022,2,Saran,714109,25.6085763,85.1993479,Eastern Region
Bihar,2022,2,Samastipur,712626,25.75,85.916667,Eastern Region
Bihar,2022,2,Madhubani,711897,25.0,86.916667,Eastern Region
Bihar,2022,2,Darbhanga,708828,25.4374355,85.2919909,Eastern Region
Bihar,2022,2,Vaishali,650319,25.696274,85.2228359,Eastern Region
Bihar,2022,3,Patna,2716533,25.46737665,85.19581528126407,Eastern Region
Bihar,2022,3,Muzaffarpur,1077200,26.1667052,85.4166314,Eastern Region
Bihar,2022,3,Purbi Champaran,1025772,24.8926007,86.9140729,Eastern Region
Bihar,2022,3,Gaya,859903,25.6058077,85.088915,Eastern Region
Bihar,2022,3,Pashchim Champaran,777977,27.0,84.5,Eastern Region
Bihar,2022,3,Saran,756293,25.6085763,85.1993479,Eastern Region
Bihar,2022,3,Samastipur,754322,25.75,85.916667,Eastern Region
Bihar,2022,3,Madhubani,753153,25.0,86.916667,Eastern Region
Bihar,2022,3,Darbhanga,749430,25.4374355,85.2919909,Eastern Region
Bihar,2022,3,Vaishali,688248,25.696274,85.2228359,Eastern Region
Bihar,2022,4,Patna,2854738,25.46737665,85.19581528126407,Eastern Region
Bihar,2022,4,Muzaffarpur,1132096,26.1667052,85.4166314,Eastern Region
Bihar,2022,4,Purbi Champaran,1079466,24.8926007,86.9140729,Eastern Region
Bihar,2022,4,Gaya,902593,25.6058077,85.088915,Eastern Region
Bihar,2022,4,Pashchim Champaran,817644,27.0,84.5,Eastern Region
Bihar,2022,4,Saran,795553,25.6085763,85.1993479,Eastern Region
Bihar,2022,4,Samastipur,793296,25.75,85.916667,Eastern Region
Bihar,2022,4,Madhubani,790218,25.0,86.916667,Eastern Region
Bihar,2022,4,Darbhanga,787306,25.4374355,85.2919909,Eastern Region
Bihar,2022,4,Vaishali,723338,25.696274,85.2228359,Eastern Region
Chandigarh,2018,1,Chandigarh,86268,25.25,84.25,Northern Region
Chandigarh,2018,2,Chandigarh,115219,25.25,84.25,Northern Region
Chandigarh,2018,3,Chandigarh,143893,25.25,84.25,Northern Region
Chandigarh,2018,4,Chandigarh,177747,25.25,84.25,Northern Region
Chandigarh,2019,1,Chandigarh,209175,25.25,84.25,Northern Region
Chandigarh,2019,2,Chandigarh,240439,25.25,84.25,Northern Region
Chandigarh,2019,3,Chandigarh,267337,25.25,84.25,Northern Region
Chandigarh,2019,4,Chandigarh,289590,25.25,84.25,Northern Region
Chandigarh,2020,1,Chandigarh,312887,25.25,84.25,Northern Region
Chandigarh,2020,2,Chandigarh,336351,25.25,84.25,Northern Region
Chandigarh,2020,3,Chandigarh,362588,25.25,84.25,Northern Region
Chandigarh,2020,4,Chandigarh,391402,25.25,84.25,Northern Region
Chandigarh,2021,1,Chandigarh,419998,25.25,84.25,Northern Region
Chandigarh,2021,2,Chandigarh,448572,25.25,84.25,Northern Region
Chandigarh,2021,3,Chandigarh,480463,25.25,84.25,Northern Region
Chandigarh,2021,4,Chandigarh,512092,25.25,84.25,Northern Region
Chandigarh,2022,1,Chandigarh,541549,25.25,84.25,Northern Region
Chandigarh,2022,2,Chandigarh,569582,25.25,84.25,Northern Region
Chandigarh,2022,3,Chandigarh,598698,25.25,84.25,Northern Region
Chandigarh,2022,4,Chandigarh,627563,25.25,84.25,Northern Region
Chhattisgarh,2018,1,Raipur,135308,21.2317387,81.6401796,Central Region
Chhattisgarh,2018,1,Durg,91516,21.1874054,81.2793137,Central Region
Chhattisgarh,2018,1,Bilaspur,68704,22.4082821,82.3921724,Central Region
Chhattisgarh,2018,1,Raigarh,51628,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2018,1,Janjgir Champa,42297,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2018,1,Korba,39075,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2018,1,Rajnandgaon,26295,21.166667,81.0,Central Region
Chhattisgarh,2018,1,Surguja,22001,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2018,1,Baloda Bazar,21747,21.6632098,82.1493121,Central Region
Chhattisgarh,2018,1,Mahasamund,19608,21.113837,82.092952,Central Region
Chhattisgarh,2018,2,Raipur,185747,21.2317387,81.6401796,Central Region
Chhattisgarh,2018,2,Durg,124515,21.1874054,81.2793137,Central Region
Chhattisgarh,2018,2,Bilaspur,94888,22.4082821,82.3921724,Central Region
Chhattisgarh,2018,2,Raigarh,70970,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2018,2,Janjgir Champa,60185,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2018,2,Korba,54105,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2018,2,Rajnandgaon,38120,21.166667,81.0,Central Region
Chhattisgarh,2018,2,Baloda Bazar,32314,21.6632098,82.1493121,Central Region
Chhattisgarh,2018,2,Surguja,30374,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2018,2,Mahasamund,28208,21.113837,82.092952,Central Region
Chhattisgarh,2018,3,Raipur,231146,21.2317387,81.6401796,Central Region
Chhattisgarh,2018,3,Durg,150753,21.1874054,81.2793137,Central Region
Chhattisgarh,2018,3,Bilaspur,119415,22.4082821,82.3921724,Central Region
Chhattisgarh,2018,3,Raigarh,89911,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2018,3,Janjgir Champa,77834,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2018,3,Korba,68746,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2018,3,Rajnandgaon,50271,21.166667,81.0,Central Region
Chhattisgarh,2018,3,Baloda Bazar,43335,21.6632098,82.1493121,Central Region
Chhattisgarh,2018,3,Surguja,40025,22.94691345,83.1656942260687,Central Region
Chhattisgarh,2018,3,Mahasamund,36628,21.113837,82.092952,Central Region
Chhattisgarh,2018,4,Raipur,289198,21.2317387,81.6401796,Central Region
Chhattisgarh,2018,4,Durg,185746,21.1874054,81.2793137,Central Region
Chhattisgarh,2018,4,Bilaspur,153972,22.4082821,82.3921724,Central Region
Chhattisgarh,2018,4,Raigarh,116785,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2018,4,Janjgir Champa,107156,22.23617945,83.35295335037318,Central Region
Chhattisgarh,2018,4,Korba,88680,22.5198217,82.63500285150224,Central Region
Chhattisgarh,2018,4,Rajnandgaon,64828,21.166667,81.0,Central Region
