State,Year,Quarter,District,Registered_users,App_opens,Latitude,Longitude,Region
Haryana,2021,2,Karnal,432042,7763201,29.6943382,77.00424800442084,Northern Region
Haryana,2021,2,Fatehabad,231017,5402129,29.6943382,77.00424800442084,Northern Region
Haryana,2021,2,Palwal,359544,11460235,29.6943382,77.00424800442084,Northern Region
Haryana,2021,2,Charkhi Dadri,94774,2819667,28.6508033,76.2406402,Northern Region
Haryana,2021,2,Ambala,329225,4503822,28.9841361,75.6039914,Northern Region
Haryana,2021,2,Rewari,485784,12365298,28.2169291,76.58118448832133,Northern Region
Haryana,2021,2,Panchkula,239170,3407070,30.7108567,76.845983,Northern Region
Haryana,2021,2,Bhiwani,324156,12104870,28.7312325,75.892349866212,Northern Region
Haryana,2021,2,Sirsa,334240,8146123,28.7312325,75.892349866212,Northern Region
Haryana,2021,2,Mewat,305382,10933219,28.7312325,75.892349866212,Northern Region
Haryana,2021,2,Panipat,454218,7391815,28.7312325,75.892349866212,Northern Region
Haryana,2021,2,Gurugram,2416391,49280675,28.4492944,77.03065871006021,Northern Region
Haryana,2021,2,Kaithal,234468,5633716,28.4492944,77.03065871006021,Northern Region
Haryana,2021,2,Kurukshetra,279452,4734143,30.0,76.75,Northern Region
Haryana,2021,2,Jhajjar,362160,8839447,30.0,76.75,Northern Region
Haryana,2021,3,Yamunanagar,302286,4998805,22.79314,70.88832711034716,Northern Region
Haryana,2021,3,Sonipat,549613,12651379,22.79314,70.88832711034716,Northern Region
Haryana,2021,3,Jind,317982,8521357,29.5,76.25,Northern Region
Haryana,2021,3,Rohtak,380370,11569534,28.8995429,76.5844714,Northern Region
Haryana,2021,3,Faridabad,1459758,32146169,28.3526818,77.2778173,Northern Region
Haryana,2021,3,Mahendragarh,307779,10733157,28.3526818,77.2778173,Northern Region
Haryana,2021,3,Hisar,606513,18684922,29.1699202,75.7185553,Northern Region
Haryana,2021,3,Karnal,464990,9193645,29.6943382,77.00424800442084,Northern Region
Haryana,2021,3,Fatehabad,248955,6679659,29.6943382,77.00424800442084,Northern Region
Haryana,2021,3,Palwal,387557,13201677,29.6943382,77.00424800442084,Northern Region
Haryana,2021,3,Charkhi Dadri,102606,3311432,28.6508033,76.2406402,Northern Region
Haryana,2021,3,Ambala,354017,5432997,28.9841361,75.6039914,Northern Region
Haryana,2021,3,Rewari,522734,15554432,28.2169291,76.58118448832133,Northern Region
Haryana,2021,3,Panchkula,256782,4337099,30.7108567,76.845983,Northern Region
Haryana,2021,3,Bhiwani,350185,14908880,28.7312325,75.892349866212,Northern Region
Haryana,2021,3,Sirsa,360856,10580592,28.7312325,75.892349866212,Northern Region
Haryana,2021,3,Mewat,329621,13505368,28.7312325,75.892349866212,Northern Region
Haryana,2021,3,Panipat,489226,9399532,28.7312325,75.892349866212,Northern Region
Haryana,2021,3,Gurugram,2589324,68064580,28.4492944,77.03065871006021,Northern Region
Haryana,2021,3,Kaithal,253117,6616730,28.4492944,77.03065871006021,Northern Region
Haryana,2021,3,Kurukshetra,300453,5682024,30.0,76.75,Northern Region
Haryana,2021,3,Jhajjar,390612,11110135,30.0,76.75,Northern Region
Haryana,2021,4,Yamunanagar,323121,7741855,22.79314,70.88832711034716,Northern Region
Haryana,2021,4,Sonipat,588700,17748673,22.79314,70.88832711034716,Northern Region
Haryana,2021,4,Jind,340969,9085091,29.5,76.25,Northern Region
Haryana,2021,4,Rohtak,407245,11928009,28.8995429,76.5844714,Northern Region
Haryana,2021,4,Faridabad,1559756,57438537,28.3526818,77.2778173,Northern Region
Haryana,2021,4,Mahendragarh,330237,14734337,28.3526818,77.2778173,Northern Region
Haryana,2021,4,Hisar,648827,20705821,29.1699202,75.7185553,Northern Region
Haryana,2021,4,Karnal,497166,13403200,29.6943382,77.00424800442084,Northern Region
Haryana,2021,4,Fatehabad,266637,7084866,29.6943382,77.00424800442084,Northern Region
Haryana,2021,4,Palwal,415495,22420687,29.6943382,77.00424800442084,Northern Region
Haryana,2021,4,Charkhi Dadri,110066,3868580,28.6508033,76.2406402,Northern Region
Haryana,2021,4,Ambala,378472,9013011,28.9841361,75.6039914,Northern Region
Haryana,2021,4,Rewari,559494,26198366,28.2169291,76.58118448832133,Northern Region
Haryana,2021,4,Panchkula,274389,6464220,30.7108567,76.845983,Northern Region
Haryana,2021,4,Bhiwani,375910,13585473,28.7312325,75.892349866212,Northern Region
Haryana,2021,4,Sirsa,386829,9891781,28.7312325,75.892349866212,Northern Region
Haryana,2021,4,Mewat,354072,22238348,28.7312325,75.892349866212,Northern Region
Haryana,2021,4,Panipat,523678,15114769,28.7312325,75.892349866212,Northern Region
Haryana,2021,4,Gurugram,2764490,123086843,28.4492944,77.03065871006021,Northern Region
Haryana,2021,4,Kaithal,271182,6547748,28.4492944,77.03065871006021,Northern Region
Haryana,2021,4,Kurukshetra,320754,8758143,30.0,76.75,Northern Region
Haryana,2021,4,Jhajjar,418950,15118629,30.0,76.75,Northern Region
Haryana,2022,1,Yamunanagar,342886,5261303,22.79314,70.88832711034716,Northern Region
Haryana,2022,1,Sonipat,626016,8614006,22.79314,70.88832711034716,Northern Region
Haryana,2022,1,Jind,362830,10010350,29.5,76.25,Northern Region
Haryana,2022,1,Rohtak,432623,11550480,28.8995429,76.5844714,Northern Region
Haryana,2022,1,Faridabad,1654074,12225903,28.3526818,77.2778173,Northern Region
Haryana,2022,1,Mahendragarh,351808,9461334,28.3526818,77.2778173,Northern Region
Haryana,2022,1,Hisar,689980,21824961,29.1699202,75.7185553,Northern Region
Haryana,2022,1,Karnal,527415,8478743,29.6943382,77.00424800442084,Northern Region
Haryana,2022,1,Fatehabad,283380,9129258,29.6943382,77.00424800442084,Northern Region
Haryana,2022,1,Palwal,441872,7644104,29.6943382,77.00424800442084,Northern Region
Haryana,2022,1,Charkhi Dadri,117471,3325337,28.6508033,76.2406402,Northern Region
Haryana,2022,1,Ambala,401530,4395015,28.9841361,75.6039914,Northern Region
Haryana,2022,1,Rewari,595001,7829983,28.2169291,76.58118448832133,Northern Region
Haryana,2022,1,Panchkula,290799,3228748,30.7108567,76.845983,Northern Region
Haryana,2022,1,Bhiwani,400556,19969949,28.7312325,75.892349866212,Northern Region
Haryana,2022,1,Sirsa,411238,15813675,28.7312325,75.892349866212,Northern Region
Haryana,2022,1,Mewat,377036,8636382,28.7312325,75.892349866212,Northern Region
Haryana,2022,1,Panipat,556104,6462976,28.7312325,75.892349866212,Northern Region
Haryana,2022,1,Gurugram,2929873,21160321,28.4492944,77.03065871006021,Northern Region
Haryana,2022,1,Kaithal,288578,8668955,28.4492944,77.03065871006021,Northern Region
Haryana,2022,1,Kurukshetra,340030,4582898,30.0,76.75,Northern Region
Haryana,2022,1,Jhajjar,445888,8953786,30.0,76.75,Northern Region
Haryana,2022,2,Yamunanagar,361342,5857085,22.79314,70.88832711034716,Northern Region
Haryana,2022,2,Sonipat,661278,9608898,22.79314,70.88832711034716,Northern Region
Haryana,2022,2,Jind,383193,11763338,29.5,76.25,Northern Region
Haryana,2022,2,Rohtak,456537,13062506,28.8995429,76.5844714,Northern Region
Haryana,2022,2,Faridabad,1743764,11143884,28.3526818,77.2778173,Northern Region
Haryana,2022,2,Mahendragarh,371882,10155289,28.3526818,77.2778173,Northern Region
Haryana,2022,2,Hisar,727942,24324343,29.1699202,75.7185553,Northern Region
Haryana,2022,2,Karnal,555939,10255701,29.6943382,77.00424800442084,Northern Region
Haryana,2022,2,Fatehabad,299086,10991972,29.6943382,77.00424800442084,Northern Region
Haryana,2022,2,Palwal,466861,7794734,29.6943382,77.00424800442084,Northern Region
Haryana,2022,2,Charkhi Dadri,124320,3924588,28.6508033,76.2406402,Northern Region
Haryana,2022,2,Ambala,423290,4495249,28.9841361,75.6039914,Northern Region
Haryana,2022,2,Rewari,628614,7294508,28.2169291,76.58118448832133,Northern Region
Haryana,2022,2,Panchkula,306460,3344274,30.7108567,76.845983,Northern Region
Haryana,2022,2,Bhiwani,423595,23796359,28.7312325,75.892349866212,Northern Region
Haryana,2022,2,Sirsa,434030,18578192,28.7312325,75.892349866212,Northern Region
Haryana,2022,2,Mewat,398639,8071396,28.7312325,75.892349866212,Northern Region
Haryana,2022,2,Panipat,587006,7013327,28.7312325,75.892349866212,Northern Region
Haryana,2022,2,Gurugram,3088176,19332862,28.4492944,77.03065871006021,Northern Region
Haryana,2022,2,Kaithal,304645,10330268,28.4492944,77.03065871006021,Northern Region
Haryana,2022,2,Kurukshetra,358109,4842331,30.0,76.75,Northern Region
Haryana,2022,2,Jhajjar,471357,10110205,30.0,76.75,Northern Region
Haryana,2022,3,Yamunanagar,380160,6222538,22.79314,70.88832711034716,Northern Region
Haryana,2022,3,Sonipat,697349,10573982,22.79314,70.88832711034716,Northern Region
Haryana,2022,3,Jind,403750,14994759,29.5,76.25,Northern Region
Haryana,2022,3,Rohtak,481082,16106442,28.8995429,76.5844714,Northern Region
Haryana,2022,3,Faridabad,1837594,11212188,28.3526818,77.2778173,Northern Region
Haryana,2022,3,Mahendragarh,392798,11952432,28.3526818,77.2778173,Northern Region
Haryana,2022,3,Hisar,766206,29010891,29.1699202,75.7185553,Northern Region
Haryana,2022,3,Karnal,584928,11812886,29.6943382,77.00424800442084,Northern Region
Haryana,2022,3,Fatehabad,314613,12979626,29.6943382,77.00424800442084,Northern Region
Haryana,2022,3,Palwal,492837,7987566,29.6943382,77.00424800442084,Northern Region
Haryana,2022,3,Charkhi Dadri,131203,4407641,28.6508033,76.2406402,Northern Region
Haryana,2022,3,Ambala,445403,5010389,28.9841361,75.6039914,Northern Region
Haryana,2022,3,Rewari,663418,7337609,28.2169291,76.58118448832133,Northern Region
Haryana,2022,3,Panchkula,322320,3767440,30.7108567,76.845983,Northern Region
Haryana,2022,3,Bhiwani,446960,26192869,28.7312325,75.892349866212,Northern Region
Haryana,2022,3,Sirsa,456583,22326785,28.7312325,75.892349866212,Northern Region
Haryana,2022,3,Mewat,421283,9426354,28.7312325,75.892349866212,Northern Region
Haryana,2022,3,Panipat,618937,8459279,28.7312325,75.892349866212,Northern Region
Haryana,2022,3,Gurugram,3251792,18485432,28.4492944,77.03065871006021,Northern Region
Haryana,2022,3,Kaithal,320757,11770745,28.4492944,77.03065871006021,Northern Region
Haryana,2022,3,Kurukshetra,376380,5506672,30.0,76.75,Northern Region
Haryana,2022,3,Jhajjar,497580,9930636,30.0,76.75,Northern Region
Haryana,2022,4,Yamunanagar,397532,11485377,22.79314,70.88832711034716,Northern Region
Haryana,2022,4,Sonipat,731324,23782013,22.79314,70.88832711034716,Northern Region
Haryana,2022,4,Jind,422244,11891107,29.5,76.25,Northern Region
Haryana,2022,4,Rohtak,504058,15615172,28.8995429,76.5844714,Northern Region
Haryana,2022,4,Faridabad,1930743,67810059,28.3526818,77.2778173,Northern Region
Haryana,2022,4,Mahendragarh,411550,17789576,28.3526818,77.2778173,Northern Region
Haryana,2022,4,Hisar,801156,26868596,29.1699202,75.7185553,Northern Region
Haryana,2022,4,Karnal,611868,19064390,29.6943382,77.00424800442084,Northern Region
Haryana,2022,4,Fatehabad,328692,9778409,29.6943382,77.00424800442084,Northern Region
Haryana,2022,4,Palwal,516553,24395266,29.6943382,77.00424800442084,Northern Region
Haryana,2022,4,Charkhi Dadri,137231,4832466,28.6508033,76.2406402,Northern Region
Haryana,2022,4,Ambala,465968,12496882,28.9841361,75.6039914,Northern Region
Haryana,2022,4,Rewari,696113,30158839,28.2169291,76.58118448832133,Northern Region
Haryana,2022,4,Panchkula,337614,8968601,30.7108567,76.845983,Northern Region
Haryana,2022,4,Bhiwani,467763,17438413,28.7312325,75.892349866212,Northern Region
Haryana,2022,4,Sirsa,476800,14033521,28.7312325,75.892349866212,Northern Region
Haryana,2022,4,Mewat,441859,24884026,28.7312325,75.892349866212,Northern Region
Haryana,2022,4,Panipat,649292,21978021,28.7312325,75.892349866212,Northern Region
Haryana,2022,4,Gurugram,3416098,153733247,28.4492944,77.03065871006021,Northern Region
Haryana,2022,4,Kaithal,335364,8729986,28.4492944,77.03065871006021,Northern Region
Haryana,2022,4,Kurukshetra,393430,11455603,30.0,76.75,Northern Region
Haryana,2022,4,Jhajjar,521692,19709308,30.0,76.75,Northern Region
Himachal Pradesh,2018,1,Solan,50035,0,30.0,76.75,Northern Region
Himachal Pradesh,2018,1,Sirmaur,15880,0,30.75,77.5,Northern Region
Himachal Pradesh,2018,1,Shimla,28214,0,30.75,77.5,Northern Region
Himachal Pradesh,2018,1,Bilaspur,11975,0,32.0292,76.1514,Northern Region
Himachal Pradesh,2018,1,Hamirpur,15614,0,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2018,1,Una,13234,0,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2018,1,Kangra,39016,0,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,1,Kullu,15318,0,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,1,Mandi,26238,0,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2018,1,Lahul and Spiti,487,0,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2018,1,Chamba,8678,0,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2018,1,Kinnaur,2684,0,31.5864184,78.396745,Northern Region
Himachal Pradesh,2018,2,Solan,68950,0,30.0,76.75,Northern Region
Himachal Pradesh,2018,2,Sirmaur,22379,0,30.75,77.5,Northern Region
Himachal Pradesh,2018,2,Shimla,38590,0,30.75,77.5,Northern Region
Himachal Pradesh,2018,2,Bilaspur,16531,0,32.0292,76.1514,Northern Region
Himachal Pradesh,2018,2,Hamirpur,21374,0,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2018,2,Una,18691,0,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2018,2,Kangra,54828,0,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,2,Kullu,21077,0,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,2,Mandi,36126,0,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2018,2,Lahul and Spiti,633,0,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2018,2,Chamba,12259,0,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2018,2,Kinnaur,3861,0,31.5864184,78.396745,Northern Region
Himachal Pradesh,2018,3,Solan,88724,0,30.0,76.75,Northern Region
Himachal Pradesh,2018,3,Sirmaur,28959,0,30.75,77.5,Northern Region
Himachal Pradesh,2018,3,Shimla,49820,0,30.75,77.5,Northern Region
Himachal Pradesh,2018,3,Bilaspur,21030,0,32.0292,76.1514,Northern Region
Himachal Pradesh,2018,3,Hamirpur,27915,0,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2018,3,Una,24952,0,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2018,3,Kangra,71494,0,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,3,Kullu,26840,0,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,3,Mandi,45876,0,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2018,3,Lahul and Spiti,803,0,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2018,3,Chamba,16157,0,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2018,3,Kinnaur,5064,0,31.5864184,78.396745,Northern Region
Himachal Pradesh,2018,4,Solan,113278,0,30.0,76.75,Northern Region
Himachal Pradesh,2018,4,Sirmaur,38194,0,30.75,77.5,Northern Region
Himachal Pradesh,2018,4,Shimla,64640,0,30.75,77.5,Northern Region
Himachal Pradesh,2018,4,Bilaspur,26517,0,32.0292,76.1514,Northern Region
Himachal Pradesh,2018,4,Hamirpur,35979,0,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2018,4,Una,32451,0,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2018,4,Kangra,92887,0,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,4,Kullu,34719,0,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2018,4,Mandi,58526,0,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2018,4,Lahul and Spiti,1078,0,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2018,4,Chamba,21538,0,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2018,4,Kinnaur,6536,0,31.5864184,78.396745,Northern Region
Himachal Pradesh,2019,1,Solan,139300,0,30.0,76.75,Northern Region
Himachal Pradesh,2019,1,Sirmaur,47638,0,30.75,77.5,Northern Region
Himachal Pradesh,2019,1,Shimla,80651,0,30.75,77.5,Northern Region
Himachal Pradesh,2019,1,Bilaspur,32537,0,32.0292,76.1514,Northern Region
Himachal Pradesh,2019,1,Hamirpur,44206,0,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2019,1,Una,40315,0,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2019,1,Kangra,115120,0,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,1,Kullu,43436,0,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,1,Mandi,72963,0,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2019,1,Lahul and Spiti,1307,0,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2019,1,Chamba,27481,0,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2019,1,Kinnaur,8251,0,31.5864184,78.396745,Northern Region
Himachal Pradesh,2019,2,Solan,159989,795083,30.0,76.75,Northern Region
Himachal Pradesh,2019,2,Sirmaur,55409,241468,30.75,77.5,Northern Region
Himachal Pradesh,2019,2,Shimla,96928,459939,30.75,77.5,Northern Region
Himachal Pradesh,2019,2,Bilaspur,38131,133419,32.0292,76.1514,Northern Region
Himachal Pradesh,2019,2,Hamirpur,51669,185187,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2019,2,Una,47644,190785,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2019,2,Kangra,139517,537267,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,2,Kullu,51977,289657,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,2,Mandi,86701,298064,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2019,2,Lahul and Spiti,1490,3297,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2019,2,Chamba,33377,131156,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2019,2,Kinnaur,9771,56389,31.5864184,78.396745,Northern Region
Himachal Pradesh,2019,3,Solan,178922,2660970,30.0,76.75,Northern Region
Himachal Pradesh,2019,3,Sirmaur,62048,797300,30.75,77.5,Northern Region
Himachal Pradesh,2019,3,Shimla,110575,1546838,30.75,77.5,Northern Region
Himachal Pradesh,2019,3,Bilaspur,43115,441237,32.0292,76.1514,Northern Region
Himachal Pradesh,2019,3,Hamirpur,58950,671492,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2019,3,Una,54164,640095,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2019,3,Kangra,160161,1689183,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,3,Kullu,59192,695567,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,3,Mandi,98589,971068,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2019,3,Lahul and Spiti,1617,16249,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2019,3,Chamba,37974,417339,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2019,3,Kinnaur,10877,173403,31.5864184,78.396745,Northern Region
Himachal Pradesh,2019,4,Solan,198962,3094917,30.0,76.75,Northern Region
Himachal Pradesh,2019,4,Sirmaur,69583,925283,30.75,77.5,Northern Region
Himachal Pradesh,2019,4,Shimla,124960,1733165,30.75,77.5,Northern Region
Himachal Pradesh,2019,4,Bilaspur,48453,526420,32.0292,76.1514,Northern Region
Himachal Pradesh,2019,4,Hamirpur,66179,790412,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2019,4,Una,61055,759757,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2019,4,Kangra,181133,2063046,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,4,Kullu,66640,881862,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2019,4,Mandi,111017,1150109,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2019,4,Lahul and Spiti,1938,20274,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2019,4,Chamba,43715,501894,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2019,4,Kinnaur,12310,190765,31.5864184,78.396745,Northern Region
Himachal Pradesh,2020,1,Solan,220293,3472122,30.0,76.75,Northern Region
Himachal Pradesh,2020,1,Sirmaur,77972,1116073,30.75,77.5,Northern Region
Himachal Pradesh,2020,1,Shimla,139890,1827107,30.75,77.5,Northern Region
Himachal Pradesh,2020,1,Bilaspur,54024,644156,32.0292,76.1514,Northern Region
Himachal Pradesh,2020,1,Hamirpur,73945,946744,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2020,1,Una,68564,909036,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2020,1,Kangra,205367,2464280,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,1,Kullu,74668,1006068,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,1,Mandi,124971,1412270,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2020,1,Lahul and Spiti,2252,27781,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2020,1,Chamba,50169,600979,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2020,1,Kinnaur,13910,213488,31.5864184,78.396745,Northern Region
Himachal Pradesh,2020,2,Solan,243732,3305076,30.0,76.75,Northern Region
Himachal Pradesh,2020,2,Sirmaur,88117,1211673,30.75,77.5,Northern Region
Himachal Pradesh,2020,2,Shimla,156539,1806819,30.75,77.5,Northern Region
Himachal Pradesh,2020,2,Bilaspur,61050,783049,32.0292,76.1514,Northern Region
Himachal Pradesh,2020,2,Hamirpur,84216,1096242,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2020,2,Una,78363,1074892,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2020,2,Kangra,235773,3205540,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,2,Kullu,82616,803031,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,2,Mandi,142668,1719858,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2020,2,Lahul and Spiti,2608,53176,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2020,2,Chamba,58362,787826,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2020,2,Kinnaur,15823,278398,31.5864184,78.396745,Northern Region
Himachal Pradesh,2020,3,Solan,265701,3875019,30.0,76.75,Northern Region
Himachal Pradesh,2020,3,Sirmaur,97464,1390310,30.75,77.5,Northern Region
Himachal Pradesh,2020,3,Shimla,172418,2337051,30.75,77.5,Northern Region
Himachal Pradesh,2020,3,Bilaspur,67233,833764,32.0292,76.1514,Northern Region
Himachal Pradesh,2020,3,Hamirpur,93465,1201125,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2020,3,Una,86177,1178220,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2020,3,Kangra,261293,3450088,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,3,Kullu,90699,979226,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,3,Mandi,158237,1859694,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2020,3,Lahul and Spiti,3008,91931,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2020,3,Chamba,65214,893371,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2020,3,Kinnaur,17725,321951,31.5864184,78.396745,Northern Region
Himachal Pradesh,2020,4,Solan,289889,4778612,30.0,76.75,Northern Region
Himachal Pradesh,2020,4,Sirmaur,107144,1642256,30.75,77.5,Northern Region
Himachal Pradesh,2020,4,Shimla,189005,2785060,30.75,77.5,Northern Region
Himachal Pradesh,2020,4,Bilaspur,73296,967514,32.0292,76.1514,Northern Region
Himachal Pradesh,2020,4,Hamirpur,101825,1366513,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2020,4,Una,93778,1337623,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2020,4,Kangra,285210,3971323,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,4,Kullu,99814,1487242,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2020,4,Mandi,173403,2152427,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2020,4,Lahul and Spiti,3611,93784,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2020,4,Chamba,72124,1050260,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2020,4,Kinnaur,19667,368534,31.5864184,78.396745,Northern Region
Himachal Pradesh,2021,1,Solan,312360,5433072,30.0,76.75,Northern Region
Himachal Pradesh,2021,1,Sirmaur,115705,1873784,30.75,77.5,Northern Region
Himachal Pradesh,2021,1,Shimla,202911,2980576,30.75,77.5,Northern Region
Himachal Pradesh,2021,1,Bilaspur,78663,1051062,32.0292,76.1514,Northern Region
Himachal Pradesh,2021,1,Hamirpur,109372,1412578,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2021,1,Una,100832,1406676,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2021,1,Kangra,306531,4233701,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,1,Kullu,107536,1960270,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,1,Mandi,186340,2344384,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2021,1,Lahul and Spiti,3938,81725,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2021,1,Chamba,77599,1111619,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2021,1,Kinnaur,21164,338647,31.5864184,78.396745,Northern Region
Himachal Pradesh,2021,2,Solan,334716,5499854,30.0,76.75,Northern Region
Himachal Pradesh,2021,2,Sirmaur,124764,3957169,30.75,77.5,Northern Region
Himachal Pradesh,2021,2,Shimla,218068,5611146,30.75,77.5,Northern Region
Himachal Pradesh,2021,2,Bilaspur,84508,1858165,32.0292,76.1514,Northern Region
Himachal Pradesh,2021,2,Hamirpur,117381,2034049,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2021,2,Una,108338,2188195,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2021,2,Kangra,329232,7137976,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,2,Kullu,115278,3231422,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,2,Mandi,200277,5696942,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2021,2,Lahul and Spiti,4254,937278,32.5338976,76.0157454,Northern Region
Himachal Pradesh,2021,2,Chamba,83542,3802308,32.69301,76.16363499125694,Northern Region
Himachal Pradesh,2021,2,Kinnaur,22793,1315473,31.5864184,78.396745,Northern Region
Himachal Pradesh,2021,3,Solan,360324,6782274,30.0,76.75,Northern Region
Himachal Pradesh,2021,3,Sirmaur,134870,4656571,30.75,77.5,Northern Region
Himachal Pradesh,2021,3,Shimla,235163,7467127,30.75,77.5,Northern Region
Himachal Pradesh,2021,3,Bilaspur,91291,2173844,32.0292,76.1514,Northern Region
Himachal Pradesh,2021,3,Hamirpur,126753,2131942,31.7491333,76.5036832,Northern Region
Himachal Pradesh,2021,3,Una,116973,2561006,31.4674349,76.2650802,Northern Region
Himachal Pradesh,2021,3,Kangra,355274,8202082,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,3,Kullu,124078,4400259,32.213356899999994,76.32112520307928,Northern Region
Himachal Pradesh,2021,3,Mandi,216188,6281857,32.5338976,76.0157454,Northern Region
